TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_811,12,15,10,12,10,10,11,11,20,26,21,21,12,20,19,19,39,31,44,37,37,46,32,39,35,30,48,37,39,31,46,39
T_812,24,29,20,23,20,19,21,21,33,44,35,35,29,23,32,32,29,23,33,27,27,34,24,29,26,22,36,28,29,33,24,29
T_813,30,36,25,29,25,24,27,26,28,36,29,29,24,27,19,26,14,11,16,13,13,17,11,14,12,11,17,13,14,16,16,10
T_814,9,11,8,9,8,8,8,8,11,14,11,11,9,10,10,7,15,12,17,14,14,18,12,15,13,11,19,14,15,17,18,15
T_815,25,30,20,24,20,20,22,21,35,46,37,37,31,35,34,34,25,28,40,33,33,42,29,35,31,27,43,34,35,40,41,35
T_816,24,41,28,33,28,28,31,29,16,21,17,17,14,16,16,15,28,15,32,26,26,33,23,28,25,21,35,27,28,32,33,28
T_817,27,23,22,26,22,22,24,23,11,15,12,12,10,11,11,11,40,32,32,38,38,47,33,40,35,31,50,38,40,46,47,40
T_818,12,15,7,12,10,10,11,11,11,15,12,12,10,11,11,11,35,28,40,23,33,42,29,35,31,27,43,34,35,40,41,35
T_819,40,49,33,27,33,33,36,35,22,29,23,23,19,22,21,21,20,16,23,19,13,24,16,20,18,15,25,19,20,23,23,20
T_820,38,46,31,37,22,31,35,33,23,30,24,24,20,22,22,22,39,31,44,37,37,32,32,39,35,30,48,37,39,45,46,39
T_821,40,49,33,39,33,23,36,35,34,45,36,36,30,34,33,33,17,13,19,16,16,20,10,17,15,13,21,16,17,20,20,17
T_822,22,26,18,21,18,18,14,19,23,30,24,24,20,22,22,22,22,17,25,21,21,26,18,16,19,17,27,21,22,25,26,22
T_823,32,39,26,31,26,26,29,19,11,15,12,12,10,11,11,11,24,19,27,23,23,28,20,24,15,18,30,23,24,28,28,24
T_824,12,15,10,12,10,10,11,11,11,21,17,17,14,16,16,15,20,16,23,19,19,24,16,20,18,11,25,19,20,23,23,20
T_825,19,22,15,18,15,15,17,16,8,7,8,8,7,7,7,7,22,17,25,21,21,26,18,22,19,17,19,21,22,25,26,22
T_826,30,36,25,29,25,24,27,26,33,42,24,34,29,32,31,31,13,10,15,12,12,15,11,13,12,10,16,9,13,15,15,13
T_827,22,26,18,21,18,18,20,19,30,39,31,22,26,29,28,28,18,14,21,17,17,21,15,18,16,14,22,17,13,21,21,18
T_828,36,44,30,35,30,29,33,31,25,32,26,26,15,24,24,24,26,21,30,24,24,31,21,26,23,20,32,25,26,21,31,26
T_829,30,36,25,29,25,24,27,26,34,45,36,36,30,24,33,33,18,14,21,17,17,21,15,18,16,14,22,17,18,21,15,18
T_830,11,14,9,11,9,9,10,10,14,19,15,15,13,14,10,14,37,29,42,35,35,44,30,37,33,28,46,36,37,42,43,26
T_831,38,46,31,37,31,31,35,33,30,39,31,31,26,29,28,20,33,26,38,31,31,39,27,33,29,25,41,32,33,38,39,33
T_832,18,21,14,17,14,14,16,15,31,40,32,32,27,30,29,29,12,13,19,16,16,20,14,17,15,13,21,16,17,20,20,17
T_833,9,15,10,12,10,10,11,11,34,45,36,36,30,34,33,33,15,8,17,14,14,18,12,15,13,11,19,14,15,17,18,15
T_834,12,10,10,12,10,10,11,11,32,41,33,33,28,31,30,30,22,17,18,21,21,26,18,22,19,17,27,21,22,25,26,22
T_835,24,29,14,23,20,19,21,21,21,27,22,22,18,21,20,20,22,17,25,14,21,26,18,22,19,17,27,21,22,25,26,22
T_836,25,30,20,17,20,20,22,21,19,25,20,20,17,19,18,18,30,24,34,28,20,36,25,30,27,23,37,29,30,34,35,30
T_837,37,45,31,36,21,30,34,32,38,50,40,40,34,37,37,36,35,28,40,33,33,29,29,35,31,27,43,34,35,40,41,35
T_838,25,30,20,24,20,14,22,21,34,45,36,36,30,34,33,33,11,9,13,10,10,13,6,11,10,8,14,11,11,13,13,11
T_839,12,15,10,12,10,10,8,11,38,50,40,40,34,37,37,36,21,17,24,20,20,25,17,15,19,16,26,20,21,24,25,21
T_840,18,21,14,17,14,14,16,11,32,41,33,33,28,31,30,30,26,21,30,24,24,31,21,26,16,20,32,25,26,30,31,26
T_841,8,10,7,8,7,7,7,7,13,24,19,19,16,18,17,17,31,24,35,29,29,37,25,31,27,17,38,30,31,36,36,31
T_842,35,42,29,34,29,28,32,30,27,24,28,28,24,26,26,26,28,22,32,26,26,33,23,28,25,21,24,27,28,32,33,28
T_843,32,39,26,31,26,26,29,28,37,49,27,39,33,37,36,36,15,12,17,14,14,18,12,15,13,11,19,10,15,17,18,15
T_844,27,32,22,26,22,22,24,23,28,36,29,20,24,27,27,26,26,21,30,24,24,31,21,26,23,20,32,25,18,30,31,26
T_845,37,45,31,36,31,30,34,32,13,17,14,14,8,13,13,13,34,27,39,32,32,40,28,34,30,26,42,33,34,27,40,34
T_846,15,19,13,15,13,13,14,13,14,19,15,15,13,10,14,14,25,20,28,24,24,30,21,25,22,19,31,24,25,29,21,25
T_847,32,39,26,31,26,26,29,28,33,44,35,35,29,33,22,32,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,18
T_848,33,40,27,32,27,27,30,29,27,35,28,28,24,26,26,18,20,16,23,19,19,24,16,20,18,15,25,19,20,23,23,20
T_849,37,45,31,36,31,30,34,32,38,50,40,40,34,37,37,36,11,12,17,14,14,18,12,15,13,11,19,14,15,17,18,15
T_850,24,41,28,33,28,28,31,29,33,44,35,35,29,33,32,32,20,11,23,19,19,24,16,20,18,15,25,19,20,23,23,20
T_851,23,19,19,22,19,18,21,20,19,25,20,20,17,19,18,18,24,19,19,23,23,28,20,24,21,18,30,23,24,28,28,24
T_852,21,25,12,20,17,17,19,18,37,49,39,39,33,37,36,36,28,22,32,18,26,33,23,28,25,21,35,27,28,32,33,28
T_853,41,50,34,28,34,33,37,36,16,21,17,17,14,16,16,15,19,15,22,18,13,23,16,19,17,14,24,18,19,22,22,19
T_854,37,45,31,36,21,30,34,32,21,27,22,22,18,21,20,20,8,6,9,8,8,7,7,8,7,6,10,8,8,9,9,8
T_855,41,50,34,40,34,23,37,36,23,30,24,24,20,22,22,22,30,24,34,28,28,36,17,30,27,23,37,29,30,34,35,30
T_856,34,41,28,33,28,28,22,29,19,25,20,20,17,19,18,18,16,13,18,15,15,19,13,11,14,12,20,15,16,18,19,16
T_857,20,24,16,19,16,16,18,12,21,27,22,22,18,21,20,20,32,25,36,30,30,38,26,32,20,24,40,31,32,37,38,32
T_858,29,35,24,28,24,23,26,25,9,16,13,13,11,12,12,12,15,12,17,14,14,18,12,15,13,8,19,14,15,17,18,15
T_859,40,49,33,39,33,33,36,35,17,16,18,18,15,17,17,16,11,9,13,10,10,13,9,11,10,8,10,11,11,13,13,11
T_860,30,36,25,29,25,24,27,26,25,32,18,26,22,24,24,24,30,24,34,28,28,36,25,30,27,23,37,20,30,34,35,30
T_861,14,17,12,14,12,12,13,13,17,22,18,13,15,17,17,16,28,22,32,26,26,33,23,28,25,21,35,27,19,32,33,28
T_862,15,19,13,15,13,13,14,13,35,46,37,37,22,35,34,34,22,17,25,21,21,26,18,22,19,17,27,21,22,18,26,22
T_863,36,44,30,35,30,29,33,31,32,41,33,33,28,22,30,30,37,29,42,35,35,44,30,37,33,28,46,36,37,42,30,37
T_864,29,35,24,28,24,23,26,25,16,21,17,17,14,16,11,15,15,12,17,14,14,18,12,15,13,11,19,14,15,17,18,10
T_865,41,50,34,40,34,33,37,36,14,19,15,15,13,14,14,10,32,25,36,30,30,38,26,32,28,24,40,31,32,37,38,32
T_866,36,44,30,35,30,29,33,31,21,27,22,22,18,21,20,20,24,27,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_867,14,25,17,20,17,17,19,18,21,27,22,22,18,21,20,20,31,17,35,29,29,37,25,31,27,24,38,30,31,36,36,31
T_868,40,34,33,39,33,33,36,35,29,37,30,30,25,28,28,27,37,29,30,35,35,44,30,37,33,28,46,36,37,42,43,37
T_869,18,21,10,17,14,14,16,15,33,44,35,35,29,33,32,32,39,31,44,26,37,46,32,39,35,30,48,37,39,45,46,39
T_870,23,27,19,15,19,18,21,20,11,14,11,11,9,10,10,10,15,12,17,14,10,18,12,15,13,11,19,14,15,17,18,15
T_871,25,30,20,24,14,20,22,21,20,26,21,21,18,20,19,19,31,24,35,29,29,26,25,31,27,24,38,30,31,36,36,31
T_872,21,25,17,20,17,12,19,18,25,32,26,26,22,24,24,24,12,9,14,11,11,14,7,12,11,9,15,12,12,14,14,12
T_873,23,27,19,22,19,18,14,20,30,39,31,31,26,29,28,28,28,22,32,26,26,33,23,20,25,21,35,27,28,32,33,28
T_874,13,16,11,13,11,11,12,8,27,35,28,28,24,26,26,26,23,18,26,22,22,27,19,23,14,18,29,22,23,26,27,23
T_875,19,22,15,18,15,15,17,16,10,19,15,15,13,14,14,14,40,32,46,38,38,47,33,40,35,21,50,38,40,46,47,40
T_876,27,32,22,26,22,22,24,23,25,23,26,26,22,24,24,24,15,12,17,14,14,18,12,15,13,11,13,14,15,17,18,15
T_877,19,22,15,18,15,15,17,16,33,42,24,34,29,32,31,31,9,7,10,8,8,11,7,9,8,7,11,6,9,10,11,9
T_878,38,46,31,37,31,31,35,33,24,31,25,17,21,23,23,23,37,29,42,35,35,44,30,37,33,28,46,36,26,42,43,37
T_879,34,41,28,33,28,28,31,29,25,32,26,26,15,24,24,24,40,32,46,38,38,47,33,40,35,31,50,38,40,32,47,40
T_880,18,21,14,17,14,14,16,15,19,25,20,20,17,13,18,18,13,10,15,12,12,15,11,13,12,10,16,12,13,15,11,13
T_881,15,19,13,15,13,13,14,13,14,19,15,15,13,14,10,14,19,15,22,18,18,23,16,19,17,14,24,18,19,22,22,13
T_882,23,27,19,22,19,18,21,20,19,25,20,20,17,19,18,13,23,18,26,22,22,27,19,23,20,18,29,22,23,26,27,23
T_883,23,27,19,22,19,18,21,20,23,30,24,24,20,22,22,22,18,20,28,24,24,30,21,25,22,19,31,24,25,29,29,25
T_884,22,37,25,30,26,25,28,27,27,35,28,28,24,26,26,26,37,20,42,35,35,44,30,37,33,28,46,36,37,42,43,37
T_885,36,31,30,35,30,29,33,31,18,24,19,19,16,18,17,17,36,28,29,34,34,43,30,36,32,27,45,35,36,41,42,36
T_886,11,14,7,11,9,9,10,10,8,10,8,8,7,7,7,7,18,14,21,12,17,21,15,18,16,14,22,17,18,21,21,18
T_887,22,26,18,15,18,18,20,19,29,37,30,30,25,28,28,27,19,15,22,18,13,23,16,19,17,14,24,18,19,22,22,19
T_888,27,32,22,26,15,22,24,23,15,20,16,16,13,15,15,15,16,13,18,15,15,13,13,16,14,12,20,15,16,18,19,16
T_889,32,39,26,31,26,18,29,28,31,40,32,32,27,30,29,29,21,17,24,20,20,25,12,21,19,16,26,20,21,24,25,21
T_890,29,35,24,28,24,23,18,25,14,19,15,15,13,14,14,14,11,9,13,10,10,13,9,8,10,8,14,11,11,13,13,11
T_891,15,19,13,15,13,13,14,9,11,14,11,11,9,10,10,10,31,24,35,29,29,37,25,31,19,24,38,30,31,36,36,31
T_892,27,32,22,26,22,22,24,23,20,37,30,30,25,28,28,27,37,29,42,35,35,44,30,37,33,20,46,36,37,42,43,37
T_893,35,42,29,34,29,28,32,30,27,24,28,28,24,26,26,26,36,28,41,34,34,43,30,36,32,27,31,35,36,41,42,36
T_894,26,31,21,25,21,21,23,22,21,27,15,22,18,21,20,20,20,16,23,19,19,24,16,20,18,15,25,13,20,23,23,20
T_895,27,32,22,26,22,22,24,23,35,46,37,26,31,35,34,34,28,22,32,26,26,33,23,28,25,21,35,27,19,32,33,28
T_896,21,25,17,20,17,17,19,18,14,19,15,15,9,14,14,14,30,24,34,28,28,36,25,30,27,23,37,29,30,24,35,30
T_897,15,19,13,15,13,13,14,13,31,40,32,32,27,21,29,29,39,31,44,37,37,46,32,39,35,30,48,37,39,45,32,39
T_898,21,25,17,20,17,17,19,18,33,42,34,34,29,32,22,31,15,12,17,14,14,18,12,15,13,11,19,14,15,17,18,10
T_899,25,30,20,24,20,20,22,21,30,39,31,31,26,29,28,20,33,26,38,31,31,39,27,33,29,25,41,32,33,38,39,33
T_900,29,35,24,28,24,23,26,25,35,46,37,37,31,35,34,34,15,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_901,14,24,16,19,16,16,18,17,37,49,39,39,33,37,36,36,34,19,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_902,8,7,7,8,7,7,7,7,14,19,15,15,13,14,14,14,39,31,31,37,37,46,32,39,35,30,48,37,39,45,46,39
T_903,31,37,18,30,26,25,28,27,30,39,31,31,26,29,28,28,33,26,38,22,31,39,27,33,29,25,41,32,33,38,39,33
T_904,16,20,14,11,14,13,15,14,11,15,12,12,10,11,11,11,18,14,21,17,12,21,15,18,16,14,22,17,18,21,21,18
T_905,33,40,27,32,19,27,30,29,27,35,28,28,24,26,26,26,19,15,22,18,18,16,16,19,17,14,24,18,19,22,22,19
T_906,15,19,13,15,13,9,14,13,22,29,23,23,19,22,21,21,11,9,13,10,10,13,6,11,10,8,14,11,11,13,13,11
T_907,11,14,9,11,9,9,7,10,38,50,40,40,34,37,37,36,28,22,32,26,26,33,23,20,25,21,35,27,28,32,33,28
T_908,31,37,25,30,26,25,28,19,14,19,15,15,13,14,14,14,9,7,10,8,8,11,7,9,6,7,11,9,9,10,11,9
T_909,29,35,24,28,24,23,26,25,6,11,9,9,8,8,8,8,20,16,23,19,19,24,16,20,18,11,25,19,20,23,23,20
T_910,23,27,19,22,19,18,21,20,35,32,37,37,31,35,34,34,9,7,10,8,8,11,7,9,8,7,8,9,9,10,11,9
T_911,38,46,31,37,31,31,35,33,38,50,28,40,34,37,37,36,34,27,39,32,32,40,28,34,30,26,42,23,34,39,40,34
T_912,15,19,13,15,13,13,14,13,12,16,13,9,11,12,12,12,40,32,46,38,38,47,33,40,35,31,50,38,28,46,47,40
T_913,33,40,27,32,27,27,30,29,18,24,19,19,11,18,17,17,38,30,43,36,36,45,31,38,34,29,47,36,38,31,45,38
T_914,35,42,29,34,29,28,32,30,22,29,23,23,19,15,21,21,27,21,31,25,25,32,22,27,24,21,34,26,27,31,22,27
T_915,32,39,26,31,26,26,29,28,24,31,25,25,21,23,16,23,14,11,16,13,13,17,11,14,12,11,17,13,14,16,16,10
T_916,38,46,31,37,31,31,35,33,35,46,37,37,31,35,34,24,32,25,36,30,30,38,26,32,28,24,40,31,32,37,38,32
T_917,40,49,33,39,33,33,36,35,34,45,36,36,30,34,33,33,8,9,13,10,10,13,9,11,10,8,14,11,11,13,13,11
T_918,11,19,13,15,13,13,14,13,17,22,18,18,15,17,17,16,40,22,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_919,32,27,26,31,26,26,29,28,18,24,19,19,16,18,17,17,9,7,7,8,8,11,7,9,8,7,11,9,9,10,11,9
T_920,12,15,7,12,10,10,11,11,15,20,16,16,13,15,15,15,25,20,28,16,24,30,21,25,22,19,31,24,25,29,29,25
T_921,29,35,24,20,24,23,26,25,20,26,21,21,18,20,19,19,8,6,9,8,5,9,7,8,7,6,10,8,8,9,9,8
T_922,24,29,20,23,14,19,21,21,11,14,11,11,9,10,10,10,25,20,28,24,24,21,21,25,22,19,31,24,25,29,29,25
T_923,41,50,34,40,34,23,37,36,30,39,31,31,26,29,28,28,21,17,24,20,20,25,12,21,19,16,26,20,21,24,25,21
T_924,15,19,13,15,13,13,10,13,35,46,37,37,31,35,34,34,10,8,11,9,9,12,8,7,9,8,12,10,10,11,12,10
T_925,9,11,8,9,8,8,8,6,34,45,36,36,30,34,33,33,37,29,42,35,35,44,30,37,23,28,46,36,37,42,43,37
T_926,38,46,31,37,31,31,35,33,13,25,20,20,17,19,18,18,37,29,42,35,35,44,30,37,33,20,46,36,37,42,43,37
T_927,41,50,34,40,34,33,37,36,27,24,28,28,24,26,26,26,25,20,28,24,24,30,21,25,22,19,22,24,25,29,29,25
T_928,13,16,11,13,11,11,12,12,29,37,21,30,25,28,28,27,32,25,36,30,30,38,26,32,28,24,40,22,32,37,38,32
T_929,20,24,16,19,16,16,18,17,37,49,39,27,33,37,36,36,12,9,14,11,11,14,10,12,11,9,15,12,8,14,14,12
T_930,24,29,20,23,20,19,21,21,14,19,15,15,9,14,14,14,11,9,13,10,10,13,9,11,10,8,14,11,11,9,13,11
T_931,26,31,21,25,21,21,23,22,32,41,33,33,28,22,30,30,30,24,34,28,28,36,25,30,27,23,37,29,30,34,25,30
T_932,38,46,31,37,31,31,35,33,20,26,21,21,18,20,13,19,25,20,28,24,24,30,21,25,22,19,31,24,25,29,29,17
T_933,37,45,31,36,31,30,34,32,33,42,34,34,29,32,31,22,13,10,15,12,12,15,11,13,12,10,16,12,13,15,15,13
T_934,19,22,15,18,15,15,17,16,37,49,39,39,33,37,36,36,6,6,9,8,8,9,7,8,7,6,10,8,8,9,9,8
T_935,14,24,16,19,16,16,18,17,32,41,33,33,28,31,30,30,30,17,34,28,28,36,25,30,27,23,37,29,30,34,35,30
T_936,16,14,14,16,14,13,15,14,17,22,18,18,15,17,17,16,34,27,27,32,32,40,28,34,30,26,42,33,34,39,40,34
T_937,22,26,12,21,18,18,20,19,18,24,19,19,16,18,17,17,32,25,36,21,30,38,26,32,28,24,40,31,32,37,38,32
T_938,11,14,9,8,9,9,10,10,11,14,11,11,9,10,10,10,39,31,44,37,26,46,32,39,35,30,48,37,39,45,46,39
T_939,32,39,26,31,18,26,29,28,27,35,28,28,24,26,26,26,15,12,17,14,14,12,12,15,13,11,19,14,15,17,18,15
T_940,38,46,31,37,31,22,35,33,9,11,9,9,8,8,8,8,21,17,24,20,20,25,12,21,19,16,26,20,21,24,25,21
T_941,37,45,31,36,31,30,24,32,19,25,20,20,17,19,18,18,27,21,31,25,25,32,22,19,24,21,34,26,27,31,32,27
T_942,21,25,17,20,17,17,19,13,9,11,9,9,8,8,8,8,12,9,14,11,11,14,10,12,7,9,15,12,12,14,14,12
T_943,29,35,24,28,24,23,26,25,23,42,34,34,29,32,31,31,17,13,19,16,16,20,14,17,15,9,21,16,17,20,20,17
T_944,31,37,25,30,26,25,28,27,38,35,40,40,34,37,37,36,14,11,16,13,13,17,11,14,12,11,12,13,14,16,16,14
T_945,40,49,33,39,33,33,36,35,36,47,27,38,32,36,35,35,35,28,40,33,33,42,29,35,31,27,43,24,35,40,41,35
T_946,15,19,13,15,13,13,14,13,26,34,27,19,23,25,25,25,16,13,18,15,15,19,13,16,14,12,20,15,11,18,19,16
T_947,34,41,28,33,28,28,31,29,13,17,14,14,8,13,13,13,28,22,32,26,26,33,23,28,25,21,35,27,28,22,33,28
T_948,22,26,18,21,18,18,20,19,31,40,32,32,27,21,29,29,15,12,17,14,14,18,12,15,13,11,19,14,15,17,12,15
T_949,35,42,29,34,29,28,32,30,11,14,11,11,9,10,7,10,17,13,19,16,16,20,14,17,15,13,21,16,17,20,20,12
T_950,40,49,33,39,33,33,36,35,38,50,40,40,34,37,37,26,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,26
T_951,34,41,28,33,28,28,31,29,9,11,9,9,8,8,8,8,21,24,34,28,28,36,25,30,27,23,37,29,30,34,35,30
T_952,13,22,15,18,15,15,17,16,24,31,25,25,21,23,23,23,38,21,43,36,36,45,31,38,34,29,47,36,38,44,45,38
T_953,20,17,16,19,16,16,18,17,8,10,8,8,7,7,7,7,32,25,26,30,30,38,26,32,28,24,40,31,32,37,38,32
T_954,11,14,7,11,9,9,10,10,24,31,25,25,21,23,23,23,27,21,31,18,25,32,22,27,24,21,34,26,27,31,32,27
T_955,29,35,24,20,24,23,26,25,20,26,21,21,18,20,19,19,34,27,39,32,22,40,28,34,30,26,42,33,34,39,40,34
T_956,9,11,8,9,5,8,8,8,10,12,10,10,8,9,9,9,26,21,30,24,24,22,21,26,23,20,32,25,26,30,31,26
T_957,21,25,17,20,17,12,19,18,35,46,37,37,31,35,34,34,25,20,28,24,24,30,14,25,22,19,31,24,25,29,29,25
T_958,9,11,8,9,8,8,6,8,35,46,37,37,31,35,34,34,29,23,33,27,27,34,24,20,26,22,36,28,29,33,34,29
T_959,35,42,29,34,29,28,32,21,24,31,25,25,21,23,23,23,12,9,14,11,11,14,10,12,7,9,15,12,12,14,14,12
T_960,41,50,34,40,34,33,37,36,21,40,32,32,27,30,29,29,28,22,32,26,26,33,23,28,25,15,35,27,28,32,33,28
T_961,39,47,32,38,32,32,35,34,11,10,12,12,10,11,11,11,20,16,23,19,19,24,16,20,18,15,17,19,20,23,23,20
T_962,28,34,23,27,23,23,25,24,11,14,8,11,9,10,10,10,20,16,23,19,19,24,16,20,18,15,25,13,20,23,23,20
T_963,14,17,12,14,12,12,13,13,29,37,30,21,25,28,28,27,29,23,33,27,27,34,24,29,26,22,36,28,20,33,34,29
T_964,33,40,27,32,27,27,30,29,24,31,25,25,15,23,23,23,34,27,39,32,32,40,28,34,30,26,42,33,34,27,40,34
T_965,11,14,9,11,9,9,10,10,12,16,13,13,11,9,12,12,15,12,17,14,14,18,12,15,13,11,19,14,15,17,12,15
T_966,41,50,34,40,34,33,37,36,8,10,8,8,7,7,5,7,9,7,10,8,8,11,7,9,8,7,11,9,9,10,11,6
T_967,9,11,8,9,8,8,8,8,29,37,30,30,25,28,28,19,29,23,33,27,27,34,24,29,26,22,36,28,29,33,34,29
T_968,26,31,21,25,21,21,23,22,33,42,34,34,29,32,31,31,24,27,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_969,6,10,7,8,7,7,7,7,31,40,32,32,27,30,29,29,8,4,9,8,8,9,7,8,7,6,10,8,8,9,9,8
T_970,26,22,21,25,21,21,23,22,37,49,39,39,33,37,36,36,12,9,10,11,11,14,10,12,11,9,15,12,12,14,14,12
T_971,22,26,12,21,18,18,20,19,14,19,15,15,13,14,14,14,21,17,24,14,20,25,17,21,19,16,26,20,21,24,25,21
T_972,10,12,8,7,9,8,9,9,20,26,21,21,18,20,19,19,16,13,18,15,11,19,13,16,14,12,20,15,16,18,19,16
T_973,38,46,31,37,22,31,35,33,26,34,27,27,23,25,25,25,18,14,21,17,17,15,15,18,16,14,22,17,18,21,21,18
T_974,38,46,31,37,31,22,35,33,11,15,12,12,10,11,11,11,39,31,44,37,37,46,22,39,35,30,48,37,39,45,46,39
T_975,26,31,21,25,21,21,16,22,16,21,17,17,14,16,16,15,13,10,15,12,12,15,11,9,12,10,16,12,13,15,15,13
T_976,33,40,27,32,27,27,30,20,13,17,14,14,12,13,13,13,11,9,13,10,10,13,9,11,7,8,14,11,11,13,13,11
T_977,12,15,10,12,10,10,11,11,23,44,35,35,29,33,32,32,34,27,39,32,32,40,28,34,30,18,42,33,34,39,40,34
T_978,11,14,9,11,9,9,10,10,15,14,16,16,13,15,15,15,26,21,30,24,24,31,21,26,23,20,23,25,26,30,31,26
T_979,31,37,25,30,26,25,28,27,27,35,20,28,24,26,26,26,40,32,46,38,38,47,33,40,35,31,50,27,40,46,47,40
T_980,26,31,21,25,21,21,23,22,14,19,15,10,13,14,14,14,40,32,46,38,38,47,33,40,35,31,50,38,28,46,47,40
T_981,13,16,11,13,11,11,12,12,16,21,17,17,10,16,16,15,27,21,31,25,25,32,22,27,24,21,34,26,27,22,32,27
T_982,8,10,7,8,7,7,7,7,25,32,26,26,22,17,24,24,31,24,35,29,29,37,25,31,27,24,38,30,31,36,25,31
T_983,31,37,25,30,26,25,28,27,29,37,30,30,25,28,19,27,38,30,43,36,36,45,31,38,34,29,47,36,38,44,45,26
T_984,35,42,29,34,29,28,32,30,36,47,38,38,32,36,35,24,18,14,21,17,17,21,15,18,16,14,22,17,18,21,21,18
T_985,33,40,27,32,27,27,30,29,31,40,32,32,27,30,29,29,14,16,23,19,19,24,16,20,18,15,25,19,20,23,23,20
T_986,28,49,33,39,33,33,36,35,26,34,27,27,23,25,25,25,16,9,18,15,15,19,13,16,14,12,20,15,16,18,19,16
T_987,15,13,13,15,13,13,14,13,33,42,34,34,29,32,31,31,24,19,19,23,23,28,20,24,21,18,30,23,24,28,28,24
T_988,22,26,12,21,18,18,20,19,25,32,26,26,22,24,24,24,26,21,30,17,24,31,21,26,23,20,32,25,26,30,31,26
T_989,28,34,23,19,23,23,25,24,24,31,25,25,21,23,23,23,30,24,34,28,20,36,25,30,27,23,37,29,30,34,35,30
T_990,12,15,10,12,7,10,11,11,28,36,29,29,24,27,27,26,34,27,39,32,32,28,28,34,30,26,42,33,34,39,40,34
T_991,18,21,14,17,14,10,16,15,11,15,12,12,10,11,11,11,34,27,39,32,32,40,20,34,30,26,42,33,34,39,40,34
T_992,14,17,12,14,12,12,9,13,27,35,28,28,24,26,26,26,19,15,22,18,18,23,16,13,17,14,24,18,19,22,22,19
T_993,36,44,30,35,30,29,33,22,19,25,20,20,17,19,18,18,16,13,18,15,15,19,13,16,10,12,20,15,16,18,19,16
T_994,16,20,14,16,14,13,15,14,13,25,20,20,17,19,18,18,19,15,22,18,18,23,16,19,17,10,24,18,19,22,22,19
T_995,29,35,24,28,24,23,26,25,28,25,29,29,24,27,27,26,17,13,19,16,16,20,14,17,15,13,15,16,17,20,20,17
T_996,15,19,13,15,13,13,14,13,33,42,24,34,29,32,31,31,39,31,44,37,37,46,32,39,35,30,48,26,39,45,46,39
T_997,18,21,14,17,14,14,16,15,14,19,15,10,13,14,14,14,11,9,13,10,10,13,9,11,10,8,14,11,8,13,13,11
T_998,27,32,22,26,22,22,24,23,9,11,9,9,5,8,8,8,33,26,38,31,31,39,27,33,29,25,41,32,33,27,39,33
T_999,31,37,25,30,26,25,28,27,28,36,29,29,24,19,27,26,28,22,32,26,26,33,23,28,25,21,35,27,28,32,23,28
T_1000,39,47,32,38,32,32,35,34,33,42,34,34,29,32,22,31,14,11,16,13,13,17,11,14,12,11,17,13,14,16,16,10
T_1001,33,40,27,32,27,27,30,29,8,10,8,8,7,7,7,5,27,21,31,25,25,32,22,27,24,21,34,26,27,31,32,27
T_1002,28,34,23,27,23,23,25,24,11,15,12,12,10,11,11,11,8,9,14,11,11,14,10,12,11,9,15,12,12,14,14,12
T_1003,25,42,29,34,29,28,32,30,20,26,21,21,18,20,19,19,37,20,42,35,35,44,30,37,33,28,46,36,37,42,43,37
T_1004,27,23,22,26,22,22,24,23,15,20,16,16,13,15,15,15,25,20,20,24,24,30,21,25,22,19,31,24,25,29,29,25
T_1005,26,31,15,25,21,21,23,22,17,22,18,18,15,17,17,16,39,31,44,26,37,46,32,39,35,30,48,37,39,45,46,39
T_1006,30,36,25,20,25,24,27,26,37,49,39,39,33,37,36,36,32,25,36,30,21,38,26,32,28,24,40,31,32,37,38,32
T_1007,12,15,10,12,7,10,11,11,12,16,13,13,11,12,12,12,10,8,11,9,9,8,8,10,9,8,12,10,10,11,12,10
T_1008,29,35,24,28,24,16,26,25,11,14,11,11,9,10,10,10,33,26,38,31,31,39,19,33,29,25,41,32,33,38,39,33
T_1009,21,25,17,20,17,17,13,18,33,42,34,34,29,32,31,31,22,17,25,21,21,26,18,16,19,17,27,21,22,25,26,22
T_1010,21,25,17,20,17,17,19,13,25,32,26,26,22,24,24,24,16,13,18,15,15,19,13,16,10,12,20,15,16,18,19,16
T_1011,30,36,25,29,25,24,27,26,27,50,40,40,34,37,37,36,26,21,30,24,24,31,21,26,23,14,32,25,26,30,31,26
T_1012,35,42,29,34,29,28,32,30,38,35,40,40,34,37,37,36,32,25,36,30,30,38,26,32,28,24,28,31,32,37,38,32
T_1013,15,19,13,15,13,13,14,13,26,34,19,27,23,25,25,25,8,6,9,8,8,9,7,8,7,6,10,5,8,9,9,8
