TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_1530,11,14,14,20,14,12,19,13,28,27,19,19,23,27,19,20
T_1531,17,11,15,21,15,13,20,14,25,23,17,17,21,24,17,18
T_1532,16,14,10,20,14,12,19,13,22,21,15,15,19,21,15,16
T_1533,9,8,8,8,8,7,11,8,37,36,25,26,31,36,26,27
T_1534,21,19,19,26,13,16,25,18,13,12,9,9,11,12,9,9
T_1535,8,7,7,10,7,4,9,7,26,24,17,18,21,25,18,18
T_1536,17,15,15,21,15,13,14,14,9,9,6,6,8,9,6,7
T_1537,27,24,24,34,23,21,32,16,18,17,12,12,15,17,12,13
T_1538,35,32,31,43,30,27,41,29,21,28,20,20,24,28,20,21
T_1539,13,12,11,16,11,10,15,11,21,14,14,14,18,20,15,15
T_1540,31,28,27,39,27,24,36,26,30,29,14,21,25,29,21,22
T_1541,26,23,23,32,22,20,31,22,9,9,6,4,8,9,6,7
T_1542,19,17,17,24,16,15,22,16,21,20,14,14,12,20,15,15
T_1543,36,32,32,45,31,28,42,30,47,44,32,32,39,31,32,34
T_1544,12,11,11,15,10,9,14,10,21,20,14,14,18,20,10,15
T_1545,35,32,31,43,30,27,41,29,22,21,15,15,19,21,15,11
T_1546,24,22,21,30,21,18,28,20,32,30,21,22,26,30,22,23
T_1547,15,19,19,26,18,16,25,18,22,21,15,15,19,21,15,16
T_1548,19,12,17,24,16,15,22,16,33,31,22,22,27,31,23,24
T_1549,32,29,20,40,28,25,38,27,42,40,28,29,35,40,29,30
T_1550,11,10,10,10,9,8,13,9,9,9,6,6,8,9,6,7
T_1551,22,20,19,27,13,17,26,18,45,42,30,30,37,43,31,32
T_1552,8,7,7,10,7,4,9,7,26,24,17,18,21,25,18,18
T_1553,15,14,13,19,13,11,12,13,11,10,7,7,9,10,7,8
T_1554,25,23,22,31,21,19,29,15,14,13,9,10,12,13,10,10
T_1555,18,16,16,22,15,14,21,15,7,10,7,7,9,10,7,8
T_1556,26,23,23,32,22,20,31,22,18,12,12,12,15,17,12,13
T_1557,8,7,7,10,7,6,9,7,26,24,12,18,21,25,18,18
T_1558,18,16,16,22,15,14,21,15,21,20,14,10,18,20,15,15
T_1559,40,36,35,50,34,31,47,33,32,30,21,22,18,30,22,23
T_1560,18,16,16,22,15,14,21,15,21,20,14,14,18,14,15,15
T_1561,19,17,17,24,16,15,22,16,30,29,21,21,25,29,15,22
T_1562,27,24,24,34,23,21,32,23,32,30,21,22,26,30,22,16
T_1563,19,17,17,24,16,15,22,16,32,30,21,22,26,30,22,23
T_1564,20,25,25,35,24,21,33,23,27,26,18,18,22,26,19,19
T_1565,36,23,32,45,31,28,42,30,22,21,15,15,19,21,15,16
T_1566,8,7,5,10,7,6,9,7,11,10,7,7,9,10,7,8
T_1567,38,34,34,33,33,29,45,32,21,20,14,14,18,20,15,15
T_1568,22,20,19,27,13,17,26,18,26,24,17,18,21,25,18,18
T_1569,9,8,8,11,8,5,11,8,11,10,7,7,9,10,7,8
T_1570,12,11,11,15,10,9,10,10,21,20,14,14,18,20,15,15
T_1571,9,8,8,11,8,7,11,5,26,24,17,18,21,25,18,18
T_1572,15,14,13,19,13,11,18,13,22,30,21,22,26,30,22,23
T_1573,22,20,19,27,19,17,26,18,11,7,7,7,9,10,7,8
T_1574,18,16,16,22,15,14,21,15,42,40,20,29,35,40,29,30
T_1575,27,24,24,34,23,21,32,23,27,26,18,13,22,26,19,19
T_1576,18,16,16,22,15,14,21,15,33,31,22,22,19,31,23,24
T_1577,26,23,23,32,22,20,31,22,33,31,22,22,27,22,23,24
T_1578,27,24,24,34,23,21,32,23,28,27,19,19,23,27,14,20
T_1579,27,24,24,34,23,21,32,23,42,40,28,29,35,40,29,21
T_1580,23,21,20,29,20,18,27,19,15,14,10,10,13,15,11,11
T_1581,13,17,17,24,16,15,22,16,20,19,13,14,17,19,14,14
T_1582,9,6,8,11,8,7,11,8,25,23,17,17,21,24,17,18
T_1583,18,16,11,22,15,14,21,15,14,13,9,10,12,13,10,10
T_1584,22,20,19,19,19,17,26,18,15,14,10,10,13,15,11,11
T_1585,9,8,8,11,5,7,11,8,34,32,23,23,28,33,23,24
T_1586,18,16,16,22,15,10,21,15,18,17,12,12,15,17,12,13
T_1587,22,20,19,27,19,17,18,18,35,33,24,24,29,34,24,25
T_1588,27,24,24,34,23,21,32,16,35,33,24,24,29,34,24,25
T_1589,9,8,8,11,8,7,11,8,18,24,17,18,21,25,18,18
T_1590,36,32,32,45,31,28,42,30,14,9,9,10,12,13,10,10
T_1591,23,21,20,29,20,18,27,19,30,29,14,21,25,29,21,22
T_1592,28,25,25,35,24,21,33,23,32,30,21,15,26,30,22,23
T_1593,28,25,25,35,24,21,33,23,45,42,30,30,26,43,31,32
T_1594,24,22,21,30,21,18,28,20,34,32,23,23,28,23,23,24
T_1595,36,32,32,45,31,28,42,30,45,42,30,30,37,43,21,32
T_1596,13,12,11,16,11,10,15,11,39,37,26,26,32,37,27,19
T_1597,17,15,15,21,15,13,20,14,11,10,7,7,9,10,7,8
T_1598,15,19,19,26,18,16,25,18,19,18,13,13,16,18,13,13
T_1599,12,8,11,15,10,9,14,10,43,41,29,30,36,41,30,31
T_1600,13,12,8,16,11,10,15,11,22,21,15,15,19,21,15,16
T_1601,29,26,26,25,25,22,34,24,15,14,10,10,13,15,11,11
T_1602,15,14,13,19,9,11,18,13,46,43,31,31,38,44,32,33
T_1603,30,27,27,37,26,16,35,25,41,39,28,28,34,39,28,29
T_1604,30,27,27,37,26,23,25,25,25,23,17,17,21,24,17,18
T_1605,22,20,19,27,19,17,26,13,15,14,10,10,13,15,11,11
T_1606,12,11,11,15,10,9,14,10,17,23,17,17,21,24,17,18
T_1607,26,23,23,32,22,20,31,22,11,7,7,7,9,10,7,8
T_1608,27,24,24,34,23,21,32,23,45,42,21,30,37,43,31,32
T_1609,38,34,34,47,33,29,45,32,32,30,21,15,26,30,22,23
T_1610,29,26,26,36,25,22,34,24,42,40,28,29,25,40,29,30
T_1611,38,34,34,47,33,29,45,32,40,38,27,27,33,27,27,29
T_1612,33,30,29,41,28,25,39,28,21,20,14,14,18,20,10,15
T_1613,9,8,8,11,8,7,11,8,22,21,15,15,19,21,15,11
T_1614,16,14,14,20,14,12,19,13,25,23,17,17,21,24,17,18
T_1615,26,33,33,46,32,28,44,31,15,14,10,10,13,15,11,11
T_1616,19,12,17,24,16,15,22,16,14,13,9,10,12,13,10,10
T_1617,13,12,8,16,11,10,15,11,12,11,8,8,10,11,8,8
T_1618,39,35,34,34,34,30,46,33,14,13,9,10,12,13,10,10
T_1619,35,32,31,43,21,27,41,29,15,14,10,10,13,15,11,11
T_1620,21,19,19,26,18,11,25,18,29,28,20,20,24,28,20,21
T_1621,13,12,11,16,11,10,11,11,40,38,27,27,33,38,27,29
T_1622,21,19,19,26,18,16,25,12,30,29,21,21,25,29,21,22
T_1623,9,8,8,11,8,7,11,8,27,37,26,26,32,37,27,28
T_1624,38,34,34,47,33,29,45,32,46,30,31,31,38,44,32,33
T_1625,27,24,24,34,23,21,32,23,25,23,12,17,21,24,17,18
T_1626,36,32,32,45,31,28,42,30,32,30,21,15,26,30,22,23
T_1627,34,31,30,42,29,26,40,28,43,41,29,30,25,41,30,31
T_1628,18,16,16,22,15,14,21,15,47,44,32,32,39,31,32,34
T_1629,19,17,17,24,16,15,22,16,26,24,17,18,21,25,12,18
T_1630,21,19,19,26,18,16,25,18,32,30,21,22,26,30,22,16
T_1631,13,12,11,16,11,10,15,11,26,24,17,18,21,25,18,18
T_1632,8,11,11,15,10,9,14,10,45,42,30,30,37,43,31,32
T_1633,10,6,9,12,9,8,12,8,34,32,23,23,28,33,23,24
T_1634,12,11,7,15,10,9,14,10,30,29,21,21,25,29,21,22
T_1635,13,12,11,11,11,10,15,11,36,34,24,25,30,35,25,26
T_1636,25,23,22,31,15,19,29,21,34,32,23,23,28,33,23,24
T_1637,34,31,30,42,29,18,40,28,34,32,23,23,28,33,23,24
T_1638,26,23,23,32,22,20,21,22,27,26,18,18,22,26,19,19
T_1639,33,30,29,41,28,25,39,19,19,18,13,13,16,18,13,13
T_1640,39,35,34,48,34,30,46,33,16,21,15,15,19,21,15,16
T_1641,21,19,19,26,18,16,25,18,19,12,13,13,16,18,13,13
T_1642,27,24,24,34,23,21,32,23,12,11,6,8,10,11,8,8
T_1643,37,33,33,46,32,28,44,31,23,22,16,11,20,22,16,17
T_1644,40,36,35,50,34,31,47,33,40,38,27,27,23,38,27,29
T_1645,22,20,19,27,19,17,26,18,35,33,24,24,29,24,24,25
T_1646,27,24,24,34,23,21,32,23,28,27,19,19,23,27,14,20
T_1647,22,20,19,27,19,17,26,18,19,18,13,13,16,18,13,9
T_1648,38,34,34,47,33,29,45,32,14,13,9,10,12,13,10,10
T_1649,20,26,26,36,25,22,34,24,46,43,31,31,38,44,32,33
T_1650,26,16,23,32,22,20,31,22,43,41,29,30,36,41,30,31
T_1651,31,28,19,39,27,24,36,26,11,10,7,7,9,10,7,8
T_1652,29,26,26,25,25,22,34,24,41,39,28,28,34,39,28,29
T_1653,29,26,26,36,17,22,34,24,19,18,13,13,16,18,13,13
T_1654,23,21,20,29,20,12,27,19,27,26,18,18,22,26,19,19
T_1655,16,14,14,20,14,12,13,13,36,34,24,25,30,35,25,26
T_1656,19,17,17,24,16,15,22,11,47,44,32,32,39,45,32,34
T_1657,16,14,14,20,14,12,19,13,7,10,7,7,9,10,7,8
T_1658,10,9,9,12,9,8,12,8,9,6,6,6,8,9,6,7
T_1659,20,18,18,25,17,15,24,17,13,12,6,9,11,12,9,9
T_1660,34,31,30,42,29,26,40,28,21,20,14,10,18,20,15,15
T_1661,30,27,27,37,26,23,35,25,37,36,25,26,22,36,26,27
T_1662,24,22,21,30,21,18,28,20,47,44,32,32,39,31,32,34
T_1663,16,14,14,20,14,12,19,13,21,20,14,14,18,20,10,15
T_1664,12,11,11,15,10,9,14,10,41,39,28,28,34,39,28,21
T_1665,39,35,34,48,34,30,46,33,36,34,24,25,30,35,25,26
T_1666,26,33,33,46,32,28,44,31,32,30,21,22,26,30,22,23
T_1667,9,6,8,11,8,7,11,8,35,33,24,24,29,34,24,25
T_1668,35,32,22,43,30,27,41,29,45,42,30,30,37,43,31,32
T_1669,16,14,14,14,14,12,19,13,34,32,23,23,28,33,23,24
T_1670,23,21,20,29,14,18,27,19,18,17,12,12,15,17,12,13
T_1671,31,28,27,39,27,17,36,26,42,40,28,29,35,40,29,30
T_1672,40,36,35,50,34,31,33,33,11,10,7,7,9,10,7,8
T_1673,9,8,8,11,8,7,11,5,21,20,14,14,18,20,15,15
T_1674,8,7,7,10,7,6,9,7,25,34,24,25,30,35,25,26
T_1675,11,10,10,14,9,8,13,9,29,19,20,20,24,28,20,21
T_1676,18,16,16,22,15,14,21,15,28,27,13,19,23,27,19,20
T_1677,32,29,28,40,28,25,38,27,23,22,16,11,20,22,16,17
T_1678,40,36,35,50,34,31,47,33,35,33,24,24,21,34,24,25
T_1679,18,16,16,22,15,14,21,15,36,34,24,25,30,24,25,26
T_1680,35,32,31,43,30,27,41,29,47,44,32,32,39,45,23,34
T_1681,31,28,27,39,27,24,36,26,26,24,17,18,21,25,18,13
T_1682,27,24,24,34,23,21,32,23,45,42,30,30,37,43,31,32
T_1683,21,27,27,37,26,23,35,25,9,9,6,6,8,9,6,7
T_1684,38,24,34,47,33,29,45,32,18,17,12,12,15,17,12,13
T_1685,29,26,18,36,25,22,34,24,43,41,29,30,36,41,30,31
T_1686,15,14,13,13,13,11,18,13,33,31,22,22,27,31,23,24
T_1687,36,32,32,45,22,28,42,30,46,43,31,31,38,44,32,33
T_1688,9,8,8,11,8,5,11,8,25,23,17,17,21,24,17,18
T_1689,18,16,16,22,15,14,15,15,27,26,18,18,22,26,19,19
T_1690,31,28,27,39,27,24,36,18,47,44,32,32,39,45,32,34
T_1691,25,23,22,31,21,19,29,21,21,29,21,21,25,29,21,22
T_1692,24,22,21,30,21,18,28,20,18,12,12,12,15,17,12,13
T_1693,20,18,18,25,17,15,24,17,36,34,17,25,30,35,25,26
T_1694,30,27,27,37,26,23,35,25,40,38,27,19,33,38,27,29
T_1695,31,28,27,39,27,24,36,26,21,20,14,14,12,20,15,15
T_1696,40,36,35,50,34,31,47,33,16,16,11,11,14,11,11,12
T_1697,22,20,19,27,19,17,26,18,25,23,17,17,21,24,12,18
T_1698,38,34,34,47,33,29,45,32,9,9,6,6,8,9,6,5
T_1699,8,7,7,10,7,6,9,7,47,44,32,32,39,45,32,34
T_1700,10,14,13,19,13,11,18,13,13,12,9,9,11,12,9,9
T_1701,37,23,33,46,32,28,44,31,27,26,18,18,22,26,19,19
T_1702,28,25,17,35,24,21,33,23,15,14,10,10,13,15,11,11
T_1703,39,35,34,34,34,30,46,33,12,11,8,8,10,11,8,8
T_1704,21,19,19,26,13,16,25,18,40,38,27,27,33,38,27,29
T_1705,23,21,20,29,20,12,27,19,16,16,11,11,14,16,11,12
T_1706,40,36,35,50,34,31,33,33,34,32,23,23,28,33,23,24
T_1707,26,23,23,32,22,20,31,15,37,36,25,26,31,36,26,27
T_1708,15,14,13,19,13,11,18,13,9,12,9,9,11,12,9,9
T_1709,31,28,27,39,27,24,36,26,37,25,25,26,31,36,26,27
T_1710,34,31,30,42,29,26,40,28,19,18,9,13,16,18,13,13
T_1711,18,16,16,22,15,14,21,15,13,12,9,6,11,12,9,9
T_1712,14,13,12,17,12,11,16,12,25,23,17,17,14,24,17,18
T_1713,21,19,19,26,18,16,25,18,46,43,31,31,38,31,32,33
T_1714,8,7,7,10,7,6,9,7,25,23,17,17,21,24,12,18
T_1715,40,36,35,50,34,31,47,33,41,39,28,28,34,39,28,21
T_1716,11,10,10,14,9,8,13,9,15,14,10,10,13,15,11,11
T_1717,16,21,20,29,20,18,27,19,32,30,21,22,26,30,22,23
T_1718,13,8,11,16,11,10,15,11,12,11,8,8,10,11,8,8
T_1719,10,9,6,12,9,8,12,8,35,33,24,24,29,34,24,25
T_1720,34,31,30,30,29,26,40,28,27,26,18,18,22,26,19,19
T_1721,14,13,12,17,8,11,16,12,29,28,20,20,24,28,20,21
T_1722,29,26,26,36,25,16,34,24,46,43,31,31,38,44,32,33
T_1723,32,29,28,40,28,25,26,27,28,27,19,19,23,27,19,20
T_1724,11,10,10,14,9,8,13,6,33,31,22,22,27,31,23,24
T_1725,32,29,28,40,28,25,38,27,19,26,18,18,22,26,19,19
T_1726,16,14,14,20,14,12,19,13,34,23,23,23,28,33,23,24
T_1727,11,10,10,14,9,8,13,9,34,32,16,23,28,33,23,24
T_1728,21,19,19,26,18,16,25,18,20,19,13,10,17,19,14,14
T_1729,39,35,34,48,34,30,46,33,28,27,19,19,16,27,19,20
T_1730,21,19,19,26,18,16,25,18,27,26,18,18,22,18,19,19
T_1731,35,32,31,43,30,27,41,29,34,32,23,23,28,33,16,24
T_1732,13,12,11,16,11,10,15,11,13,12,9,9,11,12,9,6
T_1733,27,24,24,34,23,21,32,23,14,13,9,10,12,13,10,10
T_1734,7,9,9,12,9,8,12,8,12,11,8,8,10,11,8,8
T_1735,30,19,27,37,26,23,35,25,28,27,19,19,23,27,19,20
T_1736,23,21,14,29,20,18,27,19,15,14,10,10,13,15,11,11
T_1737,25,23,22,22,21,19,29,21,9,9,6,6,8,9,6,7
T_1738,39,35,34,48,23,30,46,33,23,22,16,16,20,22,16,17
T_1739,24,22,21,30,21,13,28,20,9,9,6,6,8,9,6,7
T_1740,28,25,25,35,24,21,23,23,47,44,32,32,39,45,32,34
T_1741,23,21,20,29,20,18,27,13,30,29,21,21,25,29,21,22
T_1742,29,26,26,36,25,22,34,24,21,28,20,20,24,28,20,21
T_1743,29,26,26,36,25,22,34,24,40,26,27,27,33,38,27,29
T_1744,17,15,15,21,15,13,20,14,20,19,9,14,17,19,14,14
T_1745,24,22,21,30,21,18,28,20,40,38,27,19,33,38,27,29
T_1746,23,21,20,29,20,18,27,19,30,29,21,21,18,29,21,22
T_1747,29,26,26,36,25,22,34,24,29,28,20,20,24,20,20,21
T_1748,11,10,10,14,9,8,13,9,35,33,24,24,29,34,17,25
T_1749,12,11,11,15,10,9,14,10,47,44,32,32,39,45,32,24
T_1750,10,9,9,12,9,8,12,8,20,19,13,14,17,19,14,14
T_1751,17,22,21,30,21,18,28,20,45,42,30,30,37,43,31,32
T_1752,13,8,11,16,11,10,15,11,21,20,14,14,18,20,15,15
T_1753,8,7,5,10,7,6,9,7,34,32,23,23,28,33,23,24
T_1754,20,18,18,17,17,15,24,17,43,41,29,30,36,41,30,31
T_1755,8,7,7,10,5,6,9,7,47,44,32,32,39,45,32,34
T_1756,40,36,35,50,34,21,47,33,41,39,28,28,34,39,28,29
T_1757,26,23,23,32,22,20,21,22,41,39,28,28,34,39,28,29
T_1758,25,23,22,31,21,19,29,15,9,9,6,6,8,9,6,7
T_1759,34,31,30,42,29,26,40,28,28,38,27,27,33,38,27,29
T_1760,17,15,15,21,15,13,20,14,43,29,29,30,36,41,30,31
T_1761,34,31,30,42,29,26,40,28,26,24,12,18,21,25,18,18
T_1762,26,23,23,32,22,20,31,22,41,39,28,20,34,39,28,29
T_1763,25,23,22,31,21,19,29,21,32,30,21,22,18,30,22,23
T_1764,30,27,27,37,26,23,35,25,23,22,16,16,20,16,16,17
T_1765,40,36,35,50,34,31,47,33,37,36,25,26,31,36,18,27
T_1766,17,15,15,21,15,13,20,14,13,12,9,9,11,12,9,6
T_1767,38,34,34,47,33,29,45,32,13,12,9,9,11,12,9,9
T_1768,13,16,16,22,15,14,21,15,37,36,25,26,31,36,26,27
T_1769,29,18,26,36,25,22,34,24,23,22,16,16,20,22,16,17
T_1770,37,33,23,46,32,28,44,31,21,20,14,14,18,20,15,15
T_1771,40,36,35,35,34,31,47,33,46,43,31,31,38,44,32,33
T_1772,35,32,31,43,21,27,41,29,47,44,32,32,39,45,32,34
T_1773,35,32,31,43,30,19,41,29,21,20,14,14,18,20,15,15
T_1774,8,7,7,10,7,6,7,7,14,13,9,10,12,13,10,10
T_1775,34,31,30,42,29,26,40,20,15,14,10,10,13,15,11,11
T_1776,37,33,33,46,32,28,44,31,33,44,32,32,39,45,32,34
T_1777,22,20,19,27,19,17,26,18,34,23,23,23,28,33,23,24
T_1778,35,32,31,43,30,27,41,29,27,26,13,18,22,26,19,19
T_1779,27,24,24,34,23,21,32,23,29,28,20,14,24,28,20,21
T_1780,20,18,18,25,17,15,24,17,43,41,29,30,25,41,30,31
T_1781,32,29,28,40,28,25,38,27,35,33,24,24,29,24,24,25
T_1782,11,10,10,14,9,8,13,9,16,16,11,11,14,16,8,12
T_1783,11,10,10,14,9,8,13,9,19,18,13,13,16,18,13,9
T_1784,32,29,28,40,28,25,38,27,45,42,30,30,37,43,31,32
T_1785,14,18,18,25,17,15,24,17,33,31,22,22,27,31,23,24
T_1786,18,11,16,22,15,14,21,15,41,39,28,28,34,39,28,29
T_1787,39,35,24,48,34,30,46,33,29,28,20,20,24,28,20,21
T_1788,40,36,35,35,34,31,47,33,30,29,21,21,25,29,21,22
T_1789,18,16,16,22,11,14,21,15,23,22,16,16,20,22,16,17
T_1790,12,11,11,15,10,6,14,10,13,12,9,9,11,12,9,9
T_1791,13,12,11,16,11,10,11,11,18,17,12,12,15,17,12,13
T_1792,40,36,35,50,34,31,47,23,43,41,29,30,36,41,30,31
T_1793,29,26,26,36,25,22,34,24,25,33,24,24,29,34,24,25
T_1794,23,21,20,29,20,18,27,19,14,9,9,10,12,13,10,10
T_1795,25,23,22,31,21,19,29,21,19,18,9,13,16,18,13,13
T_1796,37,33,33,46,32,28,44,31,36,34,24,17,30,35,25,26
T_1797,30,27,27,37,26,23,35,25,40,38,27,27,23,38,27,29
T_1798,14,13,12,17,12,11,16,12,43,41,29,30,36,29,30,31
T_1799,16,14,14,20,14,12,19,13,23,22,16,16,20,22,11,17
T_1800,38,34,34,47,33,29,45,32,32,30,21,22,26,30,22,16
T_1801,28,25,25,35,24,21,33,23,28,27,19,19,23,27,19,20
T_1802,24,32,31,43,30,27,41,29,39,37,26,26,32,37,27,28
T_1803,25,16,22,31,21,19,29,21,27,26,18,18,22,26,19,19
T_1804,26,23,16,32,22,20,31,22,25,23,17,17,21,24,17,18
T_1805,20,18,18,17,17,15,24,17,32,30,21,22,26,30,22,23
T_1806,11,10,10,14,7,8,13,9,39,37,26,26,32,37,27,28
T_1807,15,14,13,19,13,8,18,13,41,39,28,28,34,39,28,29
T_1808,37,33,33,46,32,28,30,31,33,31,22,22,27,31,23,24
T_1809,30,27,27,37,26,23,35,18,21,20,14,14,18,20,15,15
T_1810,12,11,11,15,10,9,14,10,12,17,12,12,15,17,12,13
T_1811,16,14,14,20,14,12,19,13,43,29,29,30,36,41,30,31
T_1812,31,28,27,39,27,24,36,26,25,23,12,17,21,24,17,18
T_1813,34,31,30,42,29,26,40,28,22,21,15,11,19,21,15,16
T_1814,37,33,33,46,32,28,44,31,41,39,28,28,24,39,28,29
T_1815,20,18,18,25,17,15,24,17,42,40,28,29,35,28,29,30
T_1816,27,24,24,34,23,21,32,23,29,28,20,20,24,28,14,21
T_1817,24,22,21,30,21,18,28,20,32,30,21,22,26,30,22,16
T_1818,33,30,29,41,28,25,39,28,36,34,24,25,30,35,25,26
T_1819,16,21,20,29,20,18,27,19,11,10,7,7,9,10,7,8
T_1820,21,13,19,26,18,16,25,18,16,16,11,11,14,16,11,12
T_1821,27,24,17,34,23,21,32,23,13,12,9,9,11,12,9,9
T_1822,33,30,29,29,28,25,39,28,33,31,22,22,27,31,23,24
T_1823,35,32,31,43,21,27,41,29,41,39,28,28,34,39,28,29
T_1824,28,25,25,35,24,15,33,23,32,30,21,22,26,30,22,23
T_1825,18,16,16,22,15,14,15,15,40,38,27,27,33,38,27,29
T_1826,15,14,13,19,13,11,18,9,21,20,14,14,18,20,15,15
T_1827,37,33,33,46,32,28,44,31,17,23,17,17,21,24,17,18
T_1828,21,19,19,26,18,16,25,18,16,11,11,11,14,16,11,12
T_1829,19,17,17,24,16,15,22,16,42,40,20,29,35,40,29,30
T_1830,35,32,31,43,30,27,41,29,30,29,21,15,25,29,21,22
T_1831,36,32,32,45,31,28,42,30,29,28,20,20,17,28,20,21
T_1832,25,23,22,31,21,19,29,21,34,32,23,23,28,23,23,24
T_1833,27,24,24,34,23,21,32,23,27,26,18,18,22,26,13,19
T_1834,31,28,27,39,27,24,36,26,29,28,20,20,24,28,20,15
T_1835,9,8,8,11,8,7,11,8,30,29,21,21,25,29,21,22
T_1836,10,13,12,17,12,11,16,12,21,20,14,14,18,20,15,15
T_1837,11,7,10,14,9,8,13,9,35,33,24,24,29,34,24,25
T_1838,28,25,17,35,24,21,33,23,41,39,28,28,34,39,28,29
T_1839,35,32,31,30,30,27,41,29,22,21,15,15,19,21,15,16
T_1840,27,24,24,34,16,21,32,23,11,10,7,7,9,10,7,8
T_1841,34,31,30,42,29,18,40,28,33,31,22,22,27,31,23,24
T_1842,18,16,16,22,15,14,15,15,29,28,20,20,24,28,20,21
T_1843,21,19,19,26,18,16,25,12,25,23,17,17,21,24,17,18
T_1844,14,13,12,17,12,11,16,12,24,32,23,23,28,33,23,24
T_1845,36,32,32,45,31,28,42,30,47,31,32,32,39,45,32,34
T_1846,26,23,23,32,22,20,31,22,12,11,6,8,10,11,8,8
T_1847,25,23,22,31,21,19,29,21,33,31,22,16,27,31,23,24
T_1848,29,26,26,36,25,22,34,24,15,14,10,10,9,15,11,11
T_1849,23,21,20,29,20,18,27,19,27,26,18,18,22,18,19,19
T_1850,25,23,22,31,21,19,29,21,16,16,11,11,14,16,8,12
T_1851,26,23,23,32,22,20,31,22,33,31,22,22,27,31,23,16
T_1852,18,16,16,22,15,14,21,15,30,29,21,21,25,29,21,22
T_1853,21,27,27,37,26,23,35,25,15,14,10,10,13,15,11,11
T_1854,35,22,31,43,30,27,41,29,23,22,16,16,20,22,16,17
T_1855,19,17,12,24,16,15,22,16,47,44,32,32,39,45,32,34
T_1856,9,8,8,8,8,7,11,8,9,9,6,6,8,9,6,7
T_1857,28,25,25,35,17,21,33,23,15,14,10,10,13,15,11,11
T_1858,25,23,22,31,21,13,29,21,39,37,26,26,32,37,27,28
T_1859,21,19,19,26,18,16,17,18,25,23,17,17,21,24,17,18
T_1860,29,26,26,36,25,22,34,17,32,30,21,22,26,30,22,23
T_1861,40,36,35,50,34,31,47,33,19,26,18,18,22,26,19,19
T_1862,10,9,9,12,9,8,12,8,22,15,15,15,19,21,15,16
T_1863,28,25,25,35,24,21,33,23,32,30,15,22,26,30,22,23
T_1864,13,12,11,16,11,10,15,11,19,18,13,9,16,18,13,13
T_1865,23,21,20,29,20,18,27,19,21,20,14,14,12,20,15,15
T_1866,14,13,12,17,12,11,16,12,13,12,9,9,11,9,9,9
T_1867,28,25,25,35,24,21,33,23,19,18,13,13,16,18,9,13
T_1868,26,23,23,32,22,20,31,22,37,36,25,26,31,36,26,19
T_1869,13,12,11,16,11,10,15,11,40,38,27,27,33,38,27,29
T_1870,14,18,18,25,17,15,24,17,12,11,8,8,10,11,8,8
T_1871,40,25,35,50,34,31,47,33,13,12,9,9,11,12,9,9
T_1872,8,7,5,10,7,6,9,7,37,36,25,26,31,36,26,27
T_1873,13,12,11,11,11,10,15,11,39,37,26,26,32,37,27,28
T_1874,33,30,29,41,20,25,39,28,36,34,24,25,30,35,25,26
T_1875,21,19,19,26,18,11,25,18,11,10,7,7,9,10,7,8
T_1876,27,24,24,34,23,21,22,23,15,14,10,10,13,15,11,11
T_1877,23,21,20,29,20,18,27,13,32,30,21,22,26,30,22,23
T_1878,19,17,17,24,16,15,22,16,13,18,13,13,16,18,13,13
T_1879,27,24,24,34,23,21,32,23,26,17,17,18,21,25,18,18
T_1880,16,14,14,20,14,12,19,13,37,36,18,26,31,36,26,27
T_1881,18,16,16,22,15,14,21,15,40,38,27,19,33,38,27,29
T_1882,11,10,10,14,9,8,13,9,46,43,31,31,27,44,32,33
T_1883,16,14,14,20,14,12,19,13,21,20,14,14,18,14,15,15
T_1884,32,29,28,40,28,25,38,27,41,39,28,28,34,39,20,29
T_1885,34,31,30,42,29,26,40,28,33,31,22,22,27,31,23,16
T_1886,10,9,9,12,9,8,12,8,11,10,7,7,9,10,7,8
T_1887,8,10,10,14,9,8,13,9,22,21,15,15,19,21,15,16
T_1888,32,20,28,40,28,25,38,27,26,24,17,18,21,25,18,18
T_1889,33,30,20,41,28,25,39,28,19,18,13,13,16,18,13,13
T_1890,31,28,27,27,27,24,36,26,35,33,24,24,29,34,24,25
T_1891,9,8,8,11,5,7,11,8,16,16,11,11,14,16,11,12
T_1892,13,12,11,16,11,7,15,11,26,24,17,18,21,25,18,18
T_1893,27,24,24,34,23,21,22,23,32,30,21,22,26,30,22,23
T_1894,16,14,14,20,14,12,19,9,14,13,9,10,12,13,10,10
T_1895,22,20,19,27,19,17,26,18,23,31,22,22,27,31,23,24
T_1896,32,29,28,40,28,25,38,27,15,10,10,10,13,15,11,11
T_1897,34,31,30,42,29,26,40,28,18,17,8,12,15,17,12,13
T_1898,39,35,34,48,34,30,46,33,33,31,22,16,27,31,23,24
T_1899,18,16,16,22,15,14,21,15,41,39,28,28,24,39,28,29
T_1900,35,32,31,43,30,27,41,29,14,13,9,10,12,9,10,10
T_1901,28,25,25,35,24,21,33,23,29,28,20,20,24,28,14,21
T_1902,9,8,8,11,8,7,11,8,16,16,11,11,14,16,11,8
T_1903,19,17,17,24,16,15,22,16,41,39,28,28,34,39,28,29
T_1904,15,20,19,27,19,17,26,18,13,12,9,9,11,12,9,9
T_1905,16,10,14,20,14,12,19,13,32,30,21,22,26,30,22,23
