TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_202,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,13,22,29,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_203,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9,8,15,14,12,12,15,13,15,15,9,10,14,10,11,11,12
T_204,17,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17,21,20,27,23,23,28,24,28,29,18,19,26,19,21,21,24
T_205,12,6,8,13,11,9,12,10,11,11,14,13,10,10,11,8,10,13,9,11,11,13,12,13,14,8,9,12,9,10,10,11
T_206,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27,33,44,42,26,36,44,38,44,45,28,29,41,29,33,32,37
T_207,19,14,14,15,19,16,20,16,17,18,22,22,16,16,17,14,16,22,21,18,13,22,19,22,22,14,15,20,15,17,16,18
T_208,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12,14,20,19,16,16,14,17,20,20,12,13,18,13,15,14,16
T_209,9,6,6,9,8,5,9,7,8,8,10,10,7,7,8,6,7,10,9,8,8,10,6,10,10,6,6,9,7,7,7,8
T_210,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7,8,11,11,9,9,11,9,8,11,7,7,10,7,8,8,9
T_211,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26,32,43,41,36,35,43,37,43,31,27,28,40,28,32,32,36
T_212,22,15,15,23,21,17,23,18,13,20,25,24,18,18,19,15,18,25,23,20,20,24,21,24,25,11,16,23,16,18,18,21
T_213,16,12,11,18,16,13,17,13,14,10,18,18,13,13,14,11,14,18,18,15,15,18,16,18,19,12,8,17,12,14,14,15
T_214,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30,36,49,47,41,40,49,42,49,50,31,32,32,33,37,36,41
T_215,14,10,10,15,14,11,15,11,12,13,16,11,12,12,12,10,12,16,15,13,13,16,14,16,16,10,11,15,7,12,12,13
T_216,12,8,8,13,11,9,12,10,11,11,14,13,7,10,11,8,10,13,13,11,11,13,12,13,14,8,9,12,9,7,10,11
T_217,26,19,18,28,25,21,27,21,23,23,29,29,21,15,23,18,22,29,28,24,24,29,25,29,30,18,19,27,20,22,15,25
T_218,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6,7,10,9,8,8,10,8,10,10,6,6,9,7,7,7,6
T_219,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15,26,36,34,30,29,35,30,35,36,22,23,33,24,27,26,30
T_220,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9,8,15,14,12,12,15,13,15,15,9,10,14,10,11,11,12
T_221,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7,8,8,11,9,9,11,9,11,11,7,7,10,7,8,8,9
T_222,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28,33,45,30,38,37,45,39,45,46,28,30,42,30,34,33,38
T_223,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9,11,15,14,9,12,15,13,15,15,9,10,14,10,11,11,12
T_224,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17,21,28,27,23,16,28,24,28,29,18,19,26,19,21,21,24
T_225,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29,35,48,46,40,39,33,41,48,49,30,32,44,32,36,35,40
T_226,43,31,30,47,42,24,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,49,29,49,50,31,32,45,33,37,36,41
T_227,30,22,21,33,29,24,22,25,27,27,34,33,25,25,27,21,25,34,33,28,28,34,29,24,35,21,23,32,23,26,25,29
T_228,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27,33,44,42,37,36,44,38,44,31,28,29,41,29,33,32,37
T_229,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29,34,47,44,39,38,46,40,46,47,20,31,43,31,35,34,39
T_230,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23,27,37,35,31,30,37,31,37,37,23,17,34,24,28,27,31
T_231,15,11,11,16,15,12,16,12,13,14,12,17,12,12,13,11,13,17,16,14,14,17,15,17,17,11,11,11,11,13,13,14
T_232,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14,16,22,21,18,18,22,19,22,22,14,15,20,10,17,16,18
T_233,37,26,26,40,35,29,38,30,33,33,42,41,21,30,33,26,31,42,40,35,34,42,36,42,42,26,28,38,28,22,31,35
T_234,42,30,30,46,41,34,44,34,37,38,48,47,35,24,37,29,35,48,46,40,39,48,41,48,49,30,32,44,32,36,25,40
T_235,13,9,9,14,13,10,14,11,12,12,15,14,11,11,8,9,11,15,14,12,12,15,13,15,15,9,10,14,10,11,11,9
T_236,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,19,33,44,42,37,36,44,38,44,45,28,29,41,29,33,32,37
T_237,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21,18,34,33,28,28,34,29,34,35,21,23,32,23,26,25,29
T_238,13,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13,15,15,20,17,17,21,18,21,21,13,14,19,14,16,15,17
T_239,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26,31,42,28,35,34,42,36,42,42,26,28,38,28,31,31,35
T_240,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7,8,11,11,6,9,11,9,11,11,7,7,10,7,8,8,9
T_241,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,13,9,16,14,16,16,10,11,15,11,12,12,13
T_242,33,24,24,36,23,27,35,27,30,30,38,37,28,28,30,23,28,38,36,32,31,27,32,38,39,24,25,35,25,29,28,32
T_243,12,8,8,13,11,7,12,10,11,11,14,13,10,10,11,8,10,13,13,11,11,13,8,13,14,8,9,12,9,10,10,11
T_244,37,26,26,40,35,29,27,30,33,33,42,41,30,30,33,26,31,42,40,35,34,42,36,29,42,26,28,38,28,31,31,35
T_245,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22,26,36,34,30,29,35,30,35,25,22,23,33,24,27,26,30
T_246,29,21,21,32,28,23,30,24,18,26,33,32,24,24,26,20,24,33,32,27,27,33,28,33,34,14,22,31,22,25,24,28
T_247,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17,21,28,27,23,23,28,24,28,29,18,13,26,19,21,21,24
T_248,20,15,14,22,20,16,21,17,18,19,16,23,17,17,18,14,17,23,22,19,19,23,20,23,24,15,15,15,15,17,17,19
T_249,27,19,19,29,26,22,28,22,24,24,31,21,22,22,24,19,23,31,29,25,25,31,26,31,31,19,20,28,14,23,23,26
T_250,43,31,30,47,42,34,45,35,38,39,49,48,25,36,38,30,36,49,47,41,40,49,42,49,50,31,32,45,33,26,36,41
T_251,32,23,23,35,31,26,34,26,29,29,37,36,27,19,29,23,27,37,35,31,30,37,31,37,37,23,24,34,24,28,19,31
T_252,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25,30,40,39,34,33,40,35,40,41,25,27,37,27,30,30,24
T_253,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18,32,43,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_254,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_255,22,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22,26,25,34,30,29,35,30,35,36,22,23,33,24,27,26,30
T_256,39,19,27,42,38,31,41,32,35,35,44,43,32,32,35,27,33,44,29,37,36,44,38,44,45,28,29,41,29,33,32,37
T_257,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26,32,43,41,25,35,43,37,43,44,27,28,40,28,32,32,36
T_258,20,15,14,16,20,16,21,17,18,19,23,23,17,17,18,14,17,23,22,19,13,23,20,23,24,15,15,21,15,17,17,19
T_259,43,31,30,47,29,34,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,34,42,49,50,31,32,45,33,37,36,41
T_260,15,11,11,16,15,8,16,12,13,14,17,17,12,12,13,11,13,17,16,14,14,17,10,17,17,11,11,16,11,13,13,14
T_261,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30,36,49,47,41,40,49,42,34,50,31,32,45,33,37,36,41
T_262,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6,7,10,9,8,8,10,8,10,7,6,6,9,7,7,7,8
T_263,22,15,15,23,21,17,23,18,13,20,25,24,18,18,19,15,18,25,23,20,20,24,21,24,25,11,16,23,16,18,18,21
T_264,34,25,24,37,33,28,36,28,31,22,39,38,28,28,31,24,29,39,37,33,32,39,33,39,40,25,18,36,26,29,29,33
T_265,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11,14,18,18,15,15,18,16,18,19,12,12,12,12,14,14,15
T_266,16,12,11,18,16,13,17,13,14,15,18,13,13,13,14,11,14,18,18,15,15,18,16,18,19,12,12,17,9,14,14,15
T_267,39,28,27,42,38,31,41,32,35,35,44,43,22,32,35,27,33,44,42,37,36,44,38,44,45,28,29,41,29,23,32,37
T_268,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29,34,47,44,39,38,46,40,46,47,29,31,43,31,35,24,39
T_269,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14,16,22,21,18,18,22,19,22,22,14,15,20,15,17,16,13
T_270,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,9,15,21,20,17,17,21,18,21,21,13,14,19,14,16,15,17
T_271,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_272,23,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23,28,27,36,32,31,38,32,38,39,24,25,35,25,29,28,32
T_273,15,8,11,16,15,12,16,12,13,14,17,17,12,12,13,11,13,17,11,14,14,17,15,17,17,11,11,16,11,13,13,14
T_274,14,10,7,15,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,9,13,16,14,16,16,10,11,15,11,12,12,13
T_275,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,13,9,16,14,16,16,10,11,15,11,12,12,13
T_276,11,8,8,12,7,9,11,9,10,10,12,12,9,9,10,8,9,12,12,10,10,9,10,12,12,8,8,11,8,9,9,10
T_277,24,17,17,26,23,13,25,19,21,21,27,26,20,20,21,17,20,27,26,22,22,27,16,27,27,17,18,25,18,20,20,23
T_278,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29,34,47,44,39,38,46,40,32,47,29,31,43,31,35,34,39
T_279,22,15,15,23,21,17,23,12,19,20,25,24,18,18,19,15,18,25,23,20,20,24,21,24,17,15,16,23,16,18,18,21
T_280,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11,14,18,18,15,15,18,16,18,19,8,12,17,12,14,14,15
T_281,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8,9,12,12,10,10,12,10,12,12,8,6,11,8,9,9,10
T_282,36,25,25,39,34,28,37,29,32,32,28,39,29,29,32,25,30,40,39,34,33,40,35,40,41,25,27,26,27,30,30,34
T_283,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29,35,48,46,40,39,48,41,48,49,30,32,44,22,36,35,40
T_284,14,10,10,15,14,11,15,11,12,13,16,16,8,12,12,10,12,16,15,13,13,16,14,16,16,10,11,15,11,8,12,13
T_285,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14,16,22,21,18,18,22,19,22,22,14,15,20,15,17,11,18
T_286,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14,16,22,21,18,18,22,19,22,22,14,15,20,15,17,16,13
T_287,12,8,8,13,11,9,12,10,11,11,14,13,10,10,11,6,10,13,13,11,11,13,12,13,14,8,9,12,9,10,10,11
T_288,16,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11,9,18,18,15,15,18,16,18,19,12,12,17,12,14,14,15
T_289,12,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12,14,14,19,16,16,20,17,20,20,12,13,18,13,15,14,16
T_290,23,11,16,25,22,18,24,19,20,20,26,25,19,19,20,16,19,26,17,21,21,26,22,26,26,16,17,24,17,19,19,22
T_291,11,8,5,12,10,9,11,9,10,10,12,12,9,9,10,8,9,12,12,7,10,12,10,12,12,8,8,11,8,9,9,10
T_292,37,26,26,28,35,29,38,30,33,33,42,41,30,30,33,26,31,42,40,35,24,42,36,42,42,26,28,38,28,31,31,35
T_293,28,20,20,30,19,22,29,23,25,25,32,31,23,23,25,20,24,32,30,26,26,22,27,32,32,20,21,29,21,24,23,27
T_294,32,23,23,35,31,18,34,26,29,29,37,36,27,27,29,23,27,37,35,31,30,37,22,37,37,23,24,34,24,28,27,31
T_295,37,26,26,40,35,29,27,30,33,33,42,41,30,30,33,26,31,42,40,35,34,42,36,29,42,26,28,38,28,31,31,35
T_296,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6,7,10,9,8,8,10,8,10,7,6,6,9,7,7,7,8
T_297,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23,27,37,35,31,30,37,31,37,37,16,24,34,24,28,27,31
T_298,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10,12,16,15,13,13,16,14,16,16,10,7,15,11,12,12,13
T_299,23,16,16,25,22,18,24,19,20,20,18,25,19,19,20,16,19,26,25,21,21,26,22,26,26,16,17,17,17,19,19,22
T_300,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29,35,48,46,40,39,48,41,48,49,30,32,44,22,36,35,40
T_301,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25,30,40,39,34,33,40,35,40,41,25,27,37,27,21,30,34
T_302,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30,36,49,47,41,40,49,42,49,50,31,32,45,33,37,25,41
T_303,23,16,16,25,22,18,24,19,20,20,26,25,19,19,14,16,19,26,25,21,21,26,22,26,26,16,17,24,17,19,19,15
T_304,29,21,21,32,28,23,30,24,26,26,33,32,24,24,26,14,24,33,32,27,27,33,28,33,34,21,22,31,22,25,24,28
T_305,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,6,5,10,9,8,8,10,8,10,10,6,6,9,7,7,7,8
T_306,16,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16,19,18,25,21,21,26,22,26,26,16,17,24,17,19,19,22
T_307,23,11,16,25,22,18,24,19,20,20,26,25,19,19,20,16,19,26,17,21,21,26,22,26,26,16,17,24,17,19,19,22
T_308,40,29,20,43,39,32,42,33,36,36,45,44,33,33,36,28,33,45,43,26,37,45,39,45,46,28,30,42,30,34,33,38
T_309,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8,10,13,13,11,8,13,12,13,14,8,9,12,9,10,10,11
T_310,15,11,11,16,10,12,16,12,13,14,17,17,12,12,13,11,13,17,16,14,14,12,15,17,17,11,11,16,11,13,13,14
T_311,13,9,9,14,13,7,14,11,12,12,15,14,11,11,12,9,11,15,14,12,12,15,9,15,15,9,10,14,10,11,11,12
T_312,23,16,16,25,22,18,17,19,20,20,26,25,19,19,20,16,19,26,25,21,21,26,22,18,26,16,17,24,17,19,19,22
T_313,13,9,9,14,13,10,14,7,12,12,15,14,11,11,12,9,11,15,14,12,12,15,13,15,10,9,10,14,10,11,11,12
T_314,27,19,19,29,26,22,28,22,17,24,31,30,22,22,24,19,23,31,29,25,25,31,26,31,31,13,20,28,20,23,23,26
T_315,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13,15,21,20,17,17,21,18,21,21,13,10,19,14,16,15,17
T_316,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18,22,29,28,24,24,29,25,29,30,18,19,19,20,22,22,25
T_317,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14,16,22,21,18,18,22,19,22,22,14,15,20,10,17,16,18
T_318,41,29,29,44,40,33,43,34,36,37,47,45,24,34,37,29,34,47,44,39,38,46,40,46,47,29,31,43,31,24,34,39
T_319,29,21,21,32,28,23,30,24,26,26,33,32,24,17,26,20,24,33,32,27,27,33,28,33,34,21,22,31,22,25,17,28
T_320,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15,18,25,23,20,20,24,21,24,25,15,16,23,16,18,18,14
T_321,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,20,34,47,44,39,38,46,40,46,47,29,31,43,31,35,34,39
T_322,22,15,15,23,21,17,23,18,19,20,25,24,18,18,19,15,13,25,23,20,20,24,21,24,25,15,16,23,16,18,18,21
T_323,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20,24,23,32,27,27,33,28,33,34,21,22,31,22,25,24,28
T_324,36,18,25,39,34,28,37,29,32,32,41,39,29,29,32,25,30,40,27,34,33,40,35,40,41,25,27,37,27,30,30,34
T_325,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26,32,43,41,25,35,43,37,43,44,27,28,40,28,32,32,36
T_326,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26,32,43,41,36,24,43,37,43,44,27,28,40,28,32,32,36
T_327,43,31,30,47,29,34,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,34,42,49,50,31,32,45,33,37,36,41
T_328,13,9,9,14,13,7,14,11,12,12,15,14,11,11,12,9,11,15,14,12,12,15,9,15,15,9,10,14,10,11,11,12
T_329,27,19,19,29,26,22,20,22,24,24,31,30,22,22,24,19,23,31,29,25,25,31,26,21,31,19,20,28,20,23,23,26
T_330,37,26,26,40,35,29,38,21,33,33,42,41,30,30,33,26,31,42,40,35,34,42,36,42,30,26,28,38,28,31,31,35
T_331,12,8,8,13,11,9,12,10,7,11,14,13,10,10,11,8,10,13,13,11,11,13,12,13,14,6,9,12,9,10,10,11
T_332,34,25,24,37,33,28,36,28,31,22,39,38,28,28,31,24,29,39,37,33,32,39,33,39,40,25,18,36,26,29,29,33
T_333,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7,8,11,11,9,9,11,9,11,11,7,7,7,7,8,8,9
T_334,37,26,26,40,35,29,38,30,33,33,42,28,30,30,33,26,31,42,40,35,34,42,36,42,42,26,28,38,19,31,31,35
T_335,38,27,27,41,37,30,39,31,34,34,43,42,22,31,34,26,32,43,41,36,35,43,37,43,44,27,28,40,28,23,32,36
T_336,34,25,24,37,33,28,36,28,31,31,39,38,28,20,31,24,29,39,37,33,32,39,33,39,40,25,26,36,26,29,20,33
T_337,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21,25,34,33,28,28,34,29,34,35,21,23,32,23,26,25,20
T_338,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,10,17,23,22,19,19,23,20,23,24,15,15,21,15,17,17,19
T_339,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18,15,29,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_340,23,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23,27,26,35,31,30,37,31,37,37,23,24,34,24,28,27,31
T_341,34,17,24,37,33,28,36,28,31,31,39,38,28,28,31,24,29,39,26,33,32,39,33,39,40,25,26,36,26,29,29,33
T_342,12,8,6,13,11,9,12,10,11,11,14,13,10,10,11,8,10,13,13,8,11,13,12,13,14,8,9,12,9,10,10,11
T_343,9,6,6,7,8,7,9,7,8,8,10,10,7,7,8,6,7,10,9,8,6,10,8,10,10,6,6,9,7,7,7,8
T_344,40,29,28,43,27,32,42,33,36,36,45,44,33,33,36,28,33,45,43,38,37,32,39,45,46,28,30,42,30,34,33,38
T_345,39,28,27,42,38,22,41,32,35,35,44,43,32,32,35,27,33,44,42,37,36,44,26,44,45,28,29,41,29,33,32,37
T_346,23,16,16,25,22,18,17,19,20,20,26,25,19,19,20,16,19,26,25,21,21,26,22,18,26,16,17,24,17,19,19,22
T_347,33,24,24,36,32,27,35,19,30,30,38,37,28,28,30,23,28,38,36,32,31,38,32,38,27,24,25,35,25,29,28,32
T_348,18,13,13,20,18,15,19,15,11,17,21,20,15,15,16,13,15,21,20,17,17,21,18,21,21,9,14,19,14,16,15,17
T_349,27,19,19,29,26,22,28,22,24,17,31,30,22,22,24,19,23,31,29,25,25,31,26,31,31,19,14,28,20,23,23,26
T_350,24,17,17,26,23,19,25,19,21,21,19,26,20,20,21,17,20,27,26,22,22,27,23,27,27,17,18,17,18,20,20,23
T_351,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23,27,37,35,31,30,37,31,37,37,23,24,34,17,28,27,31
T_352,29,21,21,32,28,23,30,24,26,26,33,32,17,24,26,20,24,33,32,27,27,33,28,33,34,21,22,31,22,17,24,28
T_353,29,21,21,32,28,23,30,24,26,26,33,32,24,17,26,20,24,33,32,27,27,33,28,33,34,21,22,31,22,25,17,28
T_354,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25,30,40,39,34,33,40,35,40,41,25,27,37,27,30,30,24
T_355,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,12,20,27,26,22,22,27,23,27,27,17,18,25,18,20,20,23
T_356,11,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8,6,12,12,10,10,12,10,12,12,8,8,11,8,9,9,10
T_357,18,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18,22,21,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_358,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9,11,15,10,12,12,15,13,15,15,9,10,14,10,11,11,12
T_359,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6,7,10,9,6,8,10,8,10,10,6,6,9,7,7,7,8
T_360,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,13,9,16,14,16,16,10,11,15,11,12,12,13
T_361,31,22,22,34,21,25,33,26,28,28,36,35,26,26,28,22,26,36,34,30,29,25,30,35,36,22,23,33,24,27,26,30
T_362,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23,28,38,36,32,31,38,23,38,39,24,25,35,25,29,28,32
T_363,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30,36,49,47,41,40,49,42,34,50,31,32,45,33,37,36,41
T_364,17,12,12,19,17,14,18,10,15,16,20,19,14,14,15,12,14,20,19,16,16,20,17,20,14,12,13,18,13,15,14,16
T_365,24,17,17,26,23,19,25,19,15,21,27,26,20,20,21,17,20,27,26,22,22,27,23,27,27,12,18,25,18,20,20,23
T_366,17,12,12,19,17,14,18,14,15,11,20,19,14,14,15,12,14,20,19,16,16,20,17,20,20,12,9,18,13,15,14,16
T_367,13,9,9,14,13,10,14,11,12,12,10,14,11,11,12,9,11,15,14,12,12,15,13,15,15,9,10,9,10,11,11,12
T_368,11,8,8,12,10,9,11,9,10,10,12,8,9,9,10,8,9,12,12,10,10,12,10,12,12,8,8,11,6,9,9,10
T_369,31,22,22,34,30,25,33,26,28,28,36,35,18,26,28,22,26,36,34,30,29,35,30,35,36,22,23,33,24,19,26,30
T_370,31,22,22,34,30,25,33,26,28,28,36,35,26,18,28,22,26,36,34,30,29,35,30,35,36,22,23,33,24,27,18,30
T_371,24,17,17,26,23,19,25,19,21,21,27,26,20,20,15,17,20,27,26,22,22,27,23,27,27,17,18,25,18,20,20,16
T_372,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8,14,20,19,16,16,20,17,20,20,12,13,18,13,15,14,16
T_373,14,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10,8,16,15,13,13,16,14,16,16,10,11,15,11,12,12,13
T_374,27,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27,33,31,42,37,36,44,38,44,45,28,29,41,29,33,32,37
T_375,25,12,17,27,24,20,26,20,22,22,28,28,20,20,22,17,21,28,19,23,23,28,24,28,29,18,19,26,19,21,21,24
T_376,33,24,16,36,32,27,35,27,30,30,38,37,28,28,30,23,28,38,36,22,31,38,32,38,39,24,25,35,25,29,28,32
T_377,13,9,9,10,13,10,14,11,12,12,15,14,11,11,12,9,11,15,14,12,8,15,13,15,15,9,10,14,10,11,11,12
T_378,39,28,27,42,26,31,41,32,35,35,44,43,32,32,35,27,33,44,42,37,36,31,38,44,45,28,29,41,29,33,32,37
T_379,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26,32,43,41,36,35,43,26,43,44,27,28,40,28,32,32,36
T_380,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7,8,11,11,9,9,11,9,8,11,7,7,10,7,8,8,9
T_381,25,18,17,27,24,20,26,14,22,22,28,28,20,20,22,17,21,28,27,23,23,28,24,28,20,18,19,26,19,21,21,24
T_382,20,15,14,22,20,16,21,17,13,19,23,23,17,17,18,14,17,23,22,19,19,23,20,23,24,10,15,21,15,17,17,19
T_383,34,25,24,37,33,28,36,28,31,22,39,38,28,28,31,24,29,39,37,33,32,39,33,39,40,25,18,36,26,29,29,33
T_384,40,29,28,43,39,32,42,33,36,36,32,44,33,33,36,28,33,45,43,38,37,45,39,45,46,28,30,29,30,34,33,38
T_385,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8,10,13,13,11,11,13,12,13,14,8,9,12,6,10,10,11
T_386,9,6,6,9,8,7,9,7,8,8,10,10,5,7,8,6,7,10,9,8,8,10,8,10,10,6,6,9,7,5,7,8
T_387,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8,9,12,12,10,10,12,10,12,12,8,8,11,8,9,6,10
T_388,16,12,11,18,16,13,17,13,14,15,18,18,13,13,10,11,14,18,18,15,15,18,16,18,19,12,12,17,12,14,14,11
T_389,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,19,33,44,42,37,36,44,38,44,45,28,29,41,29,33,32,37
T_390,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14,12,23,22,19,19,23,20,23,24,15,15,21,15,17,17,19
T_391,17,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17,20,19,26,22,22,27,23,27,27,17,18,25,18,20,20,23
T_392,18,9,13,20,18,15,19,15,16,17,21,20,15,15,16,13,15,21,14,17,17,21,18,21,21,13,14,19,14,16,15,17
T_393,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25,30,40,39,24,33,40,35,40,41,25,27,37,27,30,30,34
T_394,41,29,29,31,40,33,43,34,36,37,47,45,34,34,37,29,34,47,44,39,26,46,40,46,47,29,31,43,31,35,34,39
T_395,12,8,8,13,8,9,12,10,11,11,14,13,10,10,11,8,10,13,13,11,11,9,12,13,14,8,9,12,9,10,10,11
T_396,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14,16,22,21,18,18,22,13,22,22,14,15,20,15,17,16,18
T_397,16,12,11,18,16,13,12,13,14,15,18,18,13,13,14,11,14,18,18,15,15,18,16,13,19,12,12,17,12,14,14,15
T_398,19,14,14,21,19,16,20,11,17,18,22,22,16,16,17,14,16,22,21,18,18,22,19,22,16,14,15,20,15,17,16,18
T_399,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29,34,47,44,39,38,46,40,46,47,20,31,43,31,35,34,39
T_400,22,15,15,23,21,17,23,18,19,14,25,24,18,18,19,15,18,25,23,20,20,24,21,24,25,15,11,23,16,18,18,21
T_401,12,8,8,13,11,9,12,10,11,11,9,13,10,10,11,8,10,13,13,11,11,13,12,13,14,8,9,9,9,10,10,11
T_402,23,16,16,25,22,18,24,19,20,20,26,18,19,19,20,16,19,26,25,21,21,26,22,26,26,16,17,24,12,19,19,22
T_403,27,19,19,29,26,22,28,22,24,24,31,30,16,22,24,19,23,31,29,25,25,31,26,31,31,19,20,28,20,16,23,26
T_404,17,12,12,19,17,14,18,14,15,16,20,19,14,10,15,12,14,20,19,16,16,20,17,20,20,12,13,18,13,15,10,16
