TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_386,2.32,2.96,3.13,2.49,2.11,2.49,2.32,2.51
T_387,2.42,3.04,2.78,2.28,2.50,2.56,2.24,2.67
T_388,2.56,2.84,2.90,2.46,2.38,2.35,2.22,2.38
T_389,2.55,2.58,2.71,2.10,2.42,2.46,2.23,2.49
T_390,2.48,2.68,2.68,2.28,2.38,2.63,1.99,2.46
T_391,2.42,3.13,2.82,2.26,2.46,2.65,2.13,2.58
T_392,2.44,2.78,2.99,2.44,2.47,2.52,2.29,2.45
T_393,2.28,2.90,2.93,2.45,2.32,2.55,2.45,2.35
T_394,2.20,2.99,2.61,2.19,2.51,2.74,2.21,2.68
T_395,2.11,2.73,2.80,2.31,2.72,2.25,2.31,2.60
T_396,2.25,2.66,2.72,2.10,2.16,2.71,2.53,2.19
T_397,2.41,2.88,2.67,2.14,2.39,2.53,2.27,2.35
T_398,2.44,2.52,2.67,2.35,2.45,2.56,1.86,2.66
T_399,2.35,2.66,2.72,2.15,2.39,2.47,2.07,2.57
T_400,2.43,2.97,2.82,2.33,2.64,2.73,2.30,2.63
T_401,2.25,2.93,2.90,2.05,2.51,2.54,2.02,2.85
T_402,2.59,2.64,2.73,2.14,2.28,2.58,2.11,2.49
T_403,2.36,2.85,2.67,2.29,2.44,2.28,2.29,2.46
T_404,2.29,2.64,2.99,2.06,2.42,2.52,2.55,2.66
T_405,2.44,2.51,2.67,2.20,2.17,2.46,2.35,2.49
T_406,2.32,2.70,2.83,2.41,2.41,2.67,2.19,2.35
T_407,2.39,2.73,2.81,2.37,2.24,2.26,2.18,2.65
T_408,2.68,2.68,2.87,2.31,2.46,2.60,2.11,2.67
T_409,2.22,2.75,2.72,2.21,2.06,2.54,2.23,2.47
T_410,2.30,3.01,2.67,2.46,2.36,2.74,2.16,2.45
T_411,2.31,2.86,2.70,1.99,2.36,2.69,2.43,2.51
T_412,2.35,2.88,2.76,2.46,2.67,2.62,2.06,2.30
T_413,2.63,2.71,2.61,2.10,2.35,2.64,2.35,2.33
T_414,2.48,2.68,2.83,2.28,2.26,2.65,2.26,2.41
T_415,2.54,2.62,2.50,2.57,2.28,2.63,2.52,2.45
T_416,1.96,2.64,2.84,2.40,2.21,2.56,2.36,2.60
T_417,2.42,2.76,2.63,2.34,2.54,2.37,2.27,2.68
T_418,2.39,2.55,2.70,2.23,2.34,2.50,2.42,2.53
T_419,2.43,2.94,3.12,2.44,2.31,2.74,2.35,2.49
T_420,2.35,2.76,2.49,2.43,2.23,2.39,2.35,2.34
T_421,2.25,2.93,2.52,2.04,2.42,2.68,2.27,2.61
T_422,2.45,2.85,2.92,2.26,2.12,2.52,2.67,2.60
T_423,2.32,2.68,2.64,2.42,2.44,2.51,2.36,2.51
T_424,2.35,2.73,2.56,2.07,2.29,2.61,2.43,2.31
T_425,2.37,3.03,2.70,2.47,2.19,2.24,2.23,2.48
T_426,2.31,2.70,2.74,2.33,2.33,2.51,2.23,2.37
T_427,2.43,2.86,2.85,2.38,2.46,2.45,2.16,2.64
T_428,2.47,2.99,2.75,2.75,2.32,2.57,2.19,2.53
T_429,2.34,2.71,2.71,2.27,2.36,2.47,2.37,2.50
T_430,2.36,2.80,2.69,2.24,2.25,2.56,2.20,2.53
T_431,2.31,2.54,2.74,2.38,2.59,2.65,2.39,2.65
T_432,2.48,2.84,2.80,2.17,2.20,2.54,2.24,2.64
T_433,2.28,2.88,2.67,2.36,2.12,2.62,2.50,2.44
T_434,2.30,2.79,2.95,2.01,2.58,2.56,2.44,2.43
T_435,2.36,3.05,2.75,2.55,2.30,2.67,2.15,2.42
T_436,2.28,2.77,2.91,2.47,2.34,2.08,2.13,2.54
T_437,2.39,3.00,2.97,2.43,2.30,2.39,2.17,2.10
T_438,2.59,2.80,2.85,2.24,2.54,2.67,2.23,2.41
T_439,2.34,2.80,2.60,2.31,2.17,2.43,2.30,2.30
T_440,2.57,2.86,2.83,2.16,2.54,2.34,2.26,2.28
T_441,2.49,2.80,2.87,2.05,2.56,2.54,2.32,2.56
T_442,2.49,2.56,2.82,2.29,2.18,2.56,2.43,2.50
T_443,2.45,2.82,3.02,2.26,2.41,2.49,2.01,2.49
T_444,2.57,3.07,3.06,2.36,2.38,2.44,2.43,2.71
T_445,2.22,2.58,2.75,2.23,2.21,2.46,2.11,2.37
T_446,2.45,2.73,2.64,2.39,2.53,2.63,2.43,2.31
T_447,2.54,2.57,3.13,2.30,2.63,2.54,2.23,2.39
T_448,2.24,2.72,2.74,2.15,2.53,2.95,2.46,2.35
T_449,2.55,2.81,3.06,2.44,2.43,2.63,2.33,2.80
T_450,2.45,3.02,2.80,2.32,2.27,2.58,2.29,2.50
T_451,2.23,2.75,2.89,2.51,2.12,2.37,2.13,2.68
T_452,2.42,2.84,3.14,2.43,2.49,2.53,2.27,2.67
T_453,2.13,2.75,2.89,2.33,2.49,2.61,2.13,2.58
T_454,2.16,2.68,2.59,2.24,2.50,2.82,2.54,2.58
T_455,2.12,2.82,2.86,2.44,2.56,2.42,2.43,2.40
T_456,2.39,3.00,2.63,2.32,2.27,2.34,2.56,2.72
T_457,2.29,2.81,3.05,2.18,2.33,2.64,2.48,2.76
T_458,2.23,2.76,2.79,2.28,2.47,2.49,2.22,2.89
T_459,2.38,2.64,3.00,2.38,2.28,2.51,2.24,2.63
T_460,2.33,2.71,2.90,2.16,2.75,2.30,2.48,2.36
T_461,2.29,2.82,2.76,2.31,2.63,2.40,2.17,2.61
T_462,2.27,2.63,2.70,2.49,2.57,2.61,2.12,2.53
T_463,2.37,2.58,2.83,2.32,2.72,2.53,2.33,2.34
T_464,2.20,2.95,2.88,2.39,2.51,2.70,1.99,2.76
T_465,2.26,3.04,2.89,2.37,2.41,2.36,2.41,2.48
T_466,2.52,2.94,2.88,2.30,2.38,2.49,2.29,2.61
T_467,2.39,3.05,2.83,2.26,2.34,2.26,2.17,2.76
T_468,2.07,2.76,2.89,2.29,2.33,2.82,2.25,2.53
T_469,2.58,3.10,2.73,2.11,2.05,2.55,2.33,2.50
T_470,2.21,2.98,2.99,2.19,2.49,2.47,2.21,2.55
T_471,2.59,2.68,2.74,2.11,2.42,2.44,2.35,2.50
T_472,2.36,2.64,3.03,2.44,2.16,2.35,2.57,2.68
T_473,2.49,2.65,2.85,2.51,2.45,2.48,2.17,2.39
T_474,2.07,2.63,2.73,2.21,2.22,2.63,2.09,2.47
T_475,2.22,2.66,2.64,2.33,2.16,2.71,2.34,2.48
T_476,2.36,3.05,2.81,2.39,2.53,2.66,2.25,2.58
T_477,2.25,2.41,2.90,2.32,2.33,2.54,2.10,2.62
T_478,2.22,2.94,2.91,2.47,2.24,2.62,2.02,2.23
T_479,2.24,2.68,2.97,2.21,2.00,2.48,2.29,2.66
T_480,2.32,3.03,2.83,2.42,2.65,2.55,2.42,2.40
T_481,2.25,2.61,3.05,2.06,2.21,2.59,2.36,2.16
T_482,2.32,2.49,2.76,2.21,2.39,2.68,2.35,2.50
T_483,2.39,2.86,2.97,2.27,2.57,2.62,2.39,2.84
T_484,2.07,2.58,2.49,2.13,2.27,2.58,2.21,2.57
T_485,2.30,2.63,3.08,2.41,2.49,2.30,2.12,2.39
T_486,2.19,2.93,2.80,2.17,2.56,2.43,2.34,2.51
T_487,2.32,2.95,2.84,2.29,2.38,2.55,2.37,2.38
T_488,2.43,2.90,2.62,2.42,2.21,2.64,2.24,2.49
T_489,2.13,2.82,2.51,2.31,2.44,2.48,2.35,2.28
T_490,2.28,2.49,2.79,2.04,2.10,2.33,2.11,2.67
T_491,2.47,2.65,2.64,2.30,2.57,2.33,2.24,2.53
T_492,2.49,3.02,3.06,2.32,2.73,2.77,2.25,2.30
T_493,2.37,2.79,2.93,2.07,2.50,2.45,2.24,2.11
T_494,2.47,2.85,2.95,2.27,2.55,2.64,2.33,2.65
T_495,2.38,2.72,2.94,2.20,2.33,2.61,2.17,2.52
T_496,2.35,2.77,2.75,2.08,2.42,2.48,2.22,2.77
T_497,2.26,2.79,2.51,2.07,2.58,2.63,2.22,2.45
T_498,2.38,2.79,2.77,2.29,2.11,2.82,2.27,2.61
T_499,2.44,2.60,2.58,2.28,2.41,2.48,2.27,2.34
T_500,2.24,2.75,2.80,2.49,2.49,2.57,2.37,2.55
T_501,2.41,3.16,2.71,2.27,2.32,2.42,2.41,2.29
T_502,2.16,2.98,2.81,2.24,2.30,2.26,2.22,2.60
T_503,2.16,3.06,2.92,2.24,2.31,2.45,2.18,2.45
T_504,2.42,3.01,2.78,2.57,2.39,2.56,2.26,2.54
T_505,2.30,2.81,3.16,2.45,2.01,2.68,2.10,2.34
T_506,2.22,2.48,2.84,2.05,2.35,2.54,2.24,2.35
T_507,2.39,2.66,2.97,2.21,2.44,2.47,2.50,2.46
T_508,2.44,2.87,2.90,2.57,2.42,2.61,2.58,2.90
T_509,2.34,2.57,2.91,2.34,2.38,2.74,2.37,2.34
T_510,2.67,2.67,3.12,2.29,2.35,2.58,2.32,2.66
T_511,2.23,3.00,2.86,2.30,2.66,2.69,2.12,2.63
T_512,2.24,2.97,2.80,2.44,2.50,2.52,2.01,2.37
T_513,2.47,2.81,2.81,2.42,2.30,2.63,1.98,2.36
T_514,2.19,3.12,2.75,2.00,2.34,2.40,2.11,2.51
T_515,2.44,2.83,2.91,2.34,2.22,2.71,2.05,2.60
T_516,2.10,2.51,2.64,2.26,2.22,2.35,2.16,2.21
T_517,2.19,2.60,2.82,2.16,2.41,2.52,2.26,2.60
T_518,2.31,2.62,2.69,2.32,2.58,2.69,2.21,2.59
T_519,2.28,3.00,2.75,2.17,2.45,2.53,2.32,2.77
T_520,2.56,2.79,2.69,2.24,2.27,2.64,1.88,2.72
T_521,2.19,2.65,2.72,2.49,2.68,2.66,2.28,2.69
T_522,2.33,2.72,2.60,2.04,2.42,2.65,2.41,2.65
T_523,2.36,2.84,2.66,2.35,2.11,2.67,2.36,2.66
T_524,2.32,2.68,2.89,2.44,2.29,2.43,2.17,2.72
T_525,2.51,2.42,2.79,2.25,2.20,2.47,2.19,2.62
T_526,2.25,2.95,2.45,2.00,2.31,2.39,2.32,2.23
T_527,2.38,2.47,2.84,2.13,2.39,2.45,2.31,2.49
T_528,2.19,2.90,2.93,2.17,2.39,2.45,2.19,2.41
T_529,2.47,2.79,2.91,2.09,2.60,2.55,2.38,2.40
T_530,2.38,2.84,2.79,2.06,2.47,2.53,2.24,2.77
T_531,2.38,2.83,2.85,2.21,2.25,2.47,2.23,2.40
T_532,2.37,2.82,3.07,2.21,2.45,2.94,2.27,2.68
T_533,2.17,2.87,2.85,2.28,2.60,2.41,2.29,2.49
T_534,2.41,2.76,2.66,2.36,2.45,2.69,2.17,2.68
T_535,2.38,2.52,2.85,2.02,2.43,2.47,2.27,2.53
T_536,2.55,2.63,2.78,2.49,2.19,2.50,2.18,2.50
T_537,2.40,2.54,3.05,2.21,2.50,2.60,2.48,2.68
T_538,2.22,2.75,2.72,2.00,2.38,2.46,2.44,2.57
T_539,2.29,2.80,2.33,2.10,2.43,2.65,2.33,2.60
T_540,2.60,2.66,2.73,2.38,2.41,2.48,2.10,2.40
T_541,2.16,2.53,2.85,2.32,2.44,2.40,2.22,2.25
T_542,2.14,2.73,2.77,2.26,2.44,2.53,2.05,2.55
T_543,2.37,2.88,2.79,2.25,2.31,2.72,2.26,2.49
T_544,2.67,2.86,2.54,2.25,2.25,2.47,2.16,2.85
T_545,2.35,2.68,3.12,2.23,2.39,2.50,2.44,2.64
T_546,2.16,2.73,2.65,2.69,2.15,2.31,2.26,2.48
T_547,2.66,2.98,2.70,1.97,2.20,2.43,1.95,2.35
T_548,2.23,2.88,2.78,2.27,2.65,2.52,2.39,2.67
T_549,2.46,2.79,2.67,2.28,2.32,2.73,2.32,2.39
T_550,2.55,2.82,2.59,2.18,2.40,2.42,2.28,2.54
T_551,2.35,2.96,2.80,2.34,2.32,2.29,2.22,2.57
T_552,2.43,2.70,2.64,2.34,2.50,2.58,2.36,2.57
T_553,2.56,2.88,3.08,2.38,2.63,2.27,2.27,2.62
T_554,2.15,2.89,2.98,2.31,2.45,2.55,2.62,2.33
T_555,2.45,2.86,2.80,2.51,2.54,2.45,2.38,2.47
T_556,2.51,3.02,2.59,2.39,2.51,2.44,2.39,2.45
T_557,2.52,2.72,2.90,2.31,2.35,2.96,2.46,2.50
T_558,2.28,2.92,2.78,2.27,2.55,2.63,2.14,2.27
T_559,2.41,2.81,3.12,2.25,2.34,2.33,2.37,2.35
T_560,2.25,2.98,2.97,2.23,2.35,2.59,2.12,2.37
T_561,2.37,2.93,2.86,2.34,2.46,2.57,2.30,2.63
T_562,2.20,2.87,2.63,2.34,2.22,2.72,2.30,2.65
T_563,2.43,2.74,3.05,2.04,2.17,2.29,2.33,2.24
T_564,2.37,2.95,2.92,2.60,2.45,2.60,2.39,2.56
T_565,2.51,3.01,2.78,2.29,2.44,2.45,1.87,2.47
T_566,1.99,2.73,2.81,2.29,2.33,2.88,2.32,2.39
T_567,2.21,2.86,2.97,2.32,2.09,2.55,2.28,2.55
T_568,2.39,2.77,3.06,2.36,2.31,2.40,2.26,2.72
T_569,2.60,2.82,2.67,2.54,2.25,2.30,2.58,2.30
T_570,2.23,3.09,2.68,2.11,2.37,2.10,2.32,2.55
T_571,2.08,2.87,2.89,2.19,2.38,2.28,2.20,2.53
T_572,2.25,3.08,2.61,2.28,2.57,2.67,2.37,2.59
T_573,2.33,2.64,2.54,2.35,2.28,2.46,2.47,2.43
T_574,2.46,3.00,2.99,2.30,2.38,2.59,2.10,2.35
T_575,2.51,2.85,2.80,2.07,2.49,2.71,2.13,2.71
T_576,2.45,3.00,2.84,2.21,2.27,2.66,2.15,2.50
T_577,2.33,2.96,2.54,2.20,2.21,2.35,2.33,2.76
T_578,2.77,2.58,2.96,2.44,2.21,2.58,2.28,2.65
T_579,2.24,2.37,2.77,2.31,2.61,2.67,2.44,2.46
T_580,2.34,2.93,2.86,2.50,2.14,2.29,2.55,2.33
T_581,2.43,2.93,2.85,2.09,2.69,2.46,2.17,2.50
T_582,2.27,2.81,2.82,2.18,2.87,2.69,2.38,2.29
T_583,2.31,2.83,2.46,2.29,2.56,2.35,2.43,2.59
T_584,2.44,2.56,2.84,2.25,2.38,2.46,2.50,2.80
T_585,2.21,2.71,2.80,2.21,2.30,2.66,1.74,2.65
T_586,2.32,2.77,2.72,2.32,2.17,2.79,2.44,2.63
T_587,2.32,2.71,2.96,2.26,2.52,2.48,2.18,2.50
T_588,2.68,2.77,2.97,2.27,2.41,2.44,2.35,2.53
T_589,2.47,2.59,2.79,2.32,2.34,2.50,2.19,2.49
T_590,2.24,2.51,2.74,2.08,2.19,2.34,2.05,2.37
T_591,2.46,2.79,2.84,2.60,2.42,2.70,2.44,2.43
T_592,2.19,2.79,2.73,2.25,2.37,2.65,2.29,2.61
T_593,2.41,3.10,2.77,2.26,2.51,2.44,2.23,2.63
T_594,2.10,2.98,3.00,2.46,2.36,2.72,2.41,2.88
T_595,2.57,2.59,2.92,2.29,2.13,2.60,2.17,2.63
T_596,2.32,2.54,2.73,2.09,2.49,2.63,2.40,2.28
T_597,2.15,2.53,2.78,2.38,2.42,2.30,2.62,2.35
T_598,2.41,2.59,2.69,2.21,2.32,2.58,2.29,2.75
T_599,2.47,2.65,2.86,1.97,2.38,2.40,2.20,2.48
T_600,2.41,2.78,2.77,2.58,2.40,2.60,2.21,2.43
T_601,2.38,2.65,3.17,2.30,2.27,2.62,2.45,2.57
T_602,2.16,2.71,2.59,2.20,2.68,2.52,2.44,2.74
T_603,2.47,2.94,2.97,2.87,2.19,2.12,2.14,2.49
T_604,2.03,2.80,3.02,2.08,2.45,2.44,2.25,2.35
T_605,2.27,3.07,2.91,2.56,2.26,2.42,2.42,2.78
T_606,2.64,2.88,2.77,2.05,2.17,2.40,2.15,2.79
T_607,2.15,2.88,2.70,2.32,2.55,2.61,2.48,2.62
T_608,2.09,2.53,2.62,2.32,2.40,2.72,2.09,2.60
T_609,2.21,2.56,3.07,2.34,2.36,2.57,2.60,2.40
T_610,2.40,2.80,2.91,2.29,2.50,2.43,1.94,2.26
T_611,2.34,2.90,2.85,2.35,2.09,2.54,2.42,2.43
T_612,2.61,3.01,2.69,2.13,2.17,2.62,2.18,2.48
T_613,2.35,2.91,2.73,2.20,2.30,2.76,2.17,2.36
T_614,2.19,2.89,2.80,2.27,2.49,2.29,2.21,2.12
T_615,2.48,2.71,2.57,2.13,2.33,2.81,2.21,2.50
T_616,2.26,2.60,3.08,2.34,2.43,2.72,2.41,2.45
T_617,2.44,2.69,2.68,2.62,2.31,2.43,2.11,2.59
T_618,2.55,2.71,2.79,2.52,2.32,2.34,2.38,2.45
T_619,2.42,2.83,2.65,2.23,2.31,2.54,2.30,2.51
T_620,2.54,2.89,2.76,2.38,2.25,2.24,2.37,2.58
T_621,2.17,2.91,2.85,2.30,2.13,2.48,2.29,2.48
T_622,2.29,3.29,2.51,2.31,2.36,2.74,2.45,2.64
T_623,2.37,2.65,2.82,2.35,2.52,2.52,2.21,2.53
T_624,2.18,2.79,2.94,2.13,2.61,2.42,2.54,2.63
T_625,2.54,2.84,2.71,2.52,2.55,2.36,1.88,2.62
T_626,2.53,2.80,2.78,2.40,2.39,2.64,2.40,2.44
T_627,2.42,2.94,3.04,2.14,2.04,2.40,2.44,2.38
T_628,2.44,2.76,3.04,2.27,2.77,2.51,2.12,2.25
T_629,2.45,2.81,2.88,2.25,2.37,2.68,2.25,2.69
T_630,2.19,2.80,2.87,2.17,2.30,2.50,2.40,2.51
T_631,2.26,2.93,2.86,2.28,2.33,2.71,2.11,2.55
T_632,2.31,2.95,2.95,2.24,2.22,2.48,2.28,2.50
T_633,2.38,2.71,2.70,2.33,2.33,2.53,2.17,2.41
T_634,2.33,2.92,2.80,2.23,2.69,2.68,2.42,2.58
T_635,2.39,2.82,2.69,2.29,2.38,2.71,2.36,2.81
T_636,2.16,2.78,2.96,2.30,2.46,2.20,2.31,2.42
T_637,2.24,3.00,2.75,2.28,2.39,2.61,2.33,2.44
T_638,2.38,2.86,2.74,2.57,2.63,2.64,2.06,2.37
T_639,2.49,2.74,2.82,2.17,2.53,2.63,2.25,2.57
T_640,2.11,2.82,2.56,2.46,2.32,2.71,2.24,2.31
T_641,2.40,2.87,2.68,2.25,2.33,2.45,2.37,2.44
T_642,2.46,2.79,2.71,2.40,2.49,2.26,2.00,2.77
T_643,2.34,2.87,2.92,2.18,2.26,2.52,2.10,2.41
T_644,2.36,2.78,2.83,2.49,2.40,2.46,2.73,2.50
T_645,2.29,2.79,3.22,2.03,2.10,2.47,2.60,2.38
T_646,2.46,2.67,2.70,2.10,2.24,2.36,2.33,2.53
T_647,2.30,2.66,2.64,2.31,2.29,2.61,2.29,2.66
T_648,2.13,2.80,2.90,2.28,2.32,2.42,2.26,2.54
T_649,2.55,2.67,2.79,2.20,2.36,2.70,2.24,2.51
T_650,2.40,3.21,3.17,2.31,2.44,2.81,2.20,2.56
T_651,2.27,2.89,2.70,2.12,2.44,2.63,2.30,2.66
T_652,2.55,2.78,2.71,2.31,2.39,2.60,2.47,2.85
T_653,2.31,2.89,2.62,2.27,2.55,2.39,2.37,2.98
T_654,2.45,2.96,2.77,2.31,2.53,2.45,2.37,2.42
T_655,2.11,2.90,2.72,2.16,2.39,2.62,2.31,2.43
T_656,2.26,2.84,2.78,2.47,2.36,2.72,2.47,2.39
T_657,2.51,2.69,2.89,2.26,2.59,2.32,2.50,2.61
T_658,2.57,2.74,2.69,2.28,2.39,2.53,2.32,2.74
T_659,2.63,2.67,2.86,2.16,2.24,2.73,2.36,2.90
T_660,2.56,2.84,3.14,2.30,2.17,2.51,2.39,2.45
T_661,2.62,2.70,2.75,2.36,2.51,2.29,2.20,2.60
T_662,2.25,2.81,2.90,2.11,2.24,2.54,2.30,2.61
T_663,2.26,2.58,3.00,2.13,1.91,2.64,2.35,2.36
T_664,2.00,2.78,2.90,2.21,2.13,2.38,2.17,2.56
T_665,2.37,2.75,2.94,2.40,2.49,2.40,2.47,2.73
T_666,2.32,2.83,2.94,2.01,2.28,2.39,2.44,2.69
T_667,2.58,2.82,3.11,2.23,2.55,2.45,2.10,2.16
T_668,2.32,2.53,2.72,2.23,2.45,2.53,2.16,2.56
T_669,2.59,2.87,2.63,2.04,2.31,2.46,2.37,2.16
T_670,2.12,2.50,3.02,2.52,2.38,2.49,2.05,2.77
T_671,2.61,2.82,2.75,1.99,2.42,2.80,2.39,2.42
T_672,2.34,2.87,2.66,2.16,2.44,2.51,2.00,2.53
T_673,2.56,2.86,3.01,2.22,2.51,2.51,1.91,2.71
T_674,2.50,2.75,2.82,2.24,2.33,2.75,2.44,2.55
T_675,2.23,2.87,2.97,2.22,2.67,2.36,2.34,2.76
T_676,2.49,2.53,2.73,2.38,2.58,2.50,2.08,2.45
T_677,2.27,2.62,2.49,2.41,2.46,2.53,2.13,2.35
T_678,2.49,2.60,2.77,2.35,2.74,2.15,2.23,2.61
T_679,2.44,2.93,2.81,2.22,2.28,2.66,2.24,2.35
T_680,2.54,2.84,2.85,2.14,2.51,2.25,2.41,2.55
T_681,2.33,2.84,2.92,2.18,2.29,2.52,2.35,2.79
T_682,2.32,2.83,2.84,2.03,2.58,2.54,2.33,2.54
T_683,2.37,2.78,2.61,2.16,2.52,2.67,2.08,2.56
T_684,2.00,2.93,2.91,2.06,2.25,2.44,2.26,2.50
T_685,2.50,2.78,2.51,2.30,2.51,2.50,2.29,2.47
T_686,2.34,2.61,2.71,2.32,2.62,2.43,2.42,2.45
T_687,2.39,3.04,2.80,2.48,2.21,2.46,2.64,2.46
T_688,2.22,2.62,2.77,2.40,2.40,2.70,2.42,2.68
T_689,2.40,2.91,2.68,2.20,2.41,2.25,2.31,2.76
T_690,2.29,2.62,2.71,2.17,2.53,2.59,2.44,2.75
T_691,2.59,2.73,2.64,1.97,2.41,2.53,2.22,2.67
T_692,2.15,2.97,2.81,2.24,2.25,2.63,2.19,2.72
T_693,2.54,2.65,2.64,2.07,2.37,2.56,2.16,2.62
T_694,2.24,2.87,2.90,2.30,2.35,2.49,2.24,2.26
T_695,2.41,2.77,2.94,2.22,2.37,2.74,2.42,2.47
T_696,2.32,2.75,2.94,2.28,2.62,2.80,2.63,2.77
T_697,2.33,2.74,2.62,2.36,2.34,2.54,2.27,2.42
T_698,2.05,3.02,2.71,2.40,2.60,2.34,2.22,2.80
T_699,2.47,2.72,2.86,2.08,1.92,2.41,2.32,2.51
T_700,2.10,2.80,2.55,2.40,2.34,2.44,2.30,2.29
T_701,2.29,2.85,2.62,2.61,2.43,2.25,2.54,2.44
T_702,2.55,2.80,2.67,2.37,2.64,2.46,2.39,2.24
T_703,2.55,2.69,2.76,2.33,2.56,2.48,2.33,2.86
T_704,2.40,3.06,2.86,1.96,2.33,2.61,2.34,2.71
T_705,2.11,2.59,2.71,2.36,2.44,2.70,2.26,2.55
T_706,2.33,2.85,2.45,2.31,2.48,2.50,2.43,2.59
T_707,2.36,2.93,2.76,2.36,2.40,2.32,2.29,2.61
T_708,2.23,2.48,2.62,2.33,2.40,2.47,2.27,2.39
T_709,2.55,2.70,2.86,2.35,2.23,2.57,2.40,2.62
T_710,2.39,2.75,2.92,2.45,2.12,2.67,2.46,2.31
T_711,2.40,2.76,2.89,2.30,2.22,2.64,2.53,2.49
T_712,2.34,2.91,3.03,2.50,2.52,2.45,2.39,2.76
T_713,2.15,2.50,2.69,2.56,2.46,2.48,2.35,2.53
T_714,2.33,2.55,3.08,2.32,2.40,2.42,2.34,2.75
T_715,2.21,2.99,2.71,2.43,2.06,2.30,2.09,2.46
T_716,2.53,2.80,2.94,2.02,2.05,2.62,2.39,2.56
T_717,2.36,2.81,3.03,2.26,2.27,2.24,2.44,2.44
T_718,2.42,2.67,2.70,2.40,2.38,2.84,2.18,2.51
T_719,2.41,2.71,2.98,2.20,2.42,2.82,2.28,2.44
T_720,2.41,2.72,2.79,2.26,2.67,2.70,2.44,2.71
T_721,2.60,2.87,3.02,2.24,2.28,2.32,2.40,2.70
T_722,2.48,2.97,2.90,2.22,2.36,2.31,2.30,2.45
T_723,2.40,2.78,2.74,1.88,2.41,2.35,2.30,2.65
T_724,2.37,2.89,2.80,2.28,2.23,2.45,2.24,2.66
T_725,2.57,2.84,2.75,2.28,2.56,2.67,2.14,2.92
T_726,2.08,2.98,2.83,2.34,2.17,2.61,2.27,2.50
T_727,2.55,2.66,2.64,2.32,2.40,2.60,2.42,2.43
T_728,2.27,2.82,2.91,2.09,2.37,2.72,2.26,2.60
T_729,2.43,2.73,2.82,2.36,2.29,2.28,2.04,2.57
T_730,2.31,2.86,2.71,2.43,2.28,2.43,2.33,2.64
T_731,2.47,3.06,2.77,2.21,2.33,2.57,2.29,2.58
T_732,2.32,2.75,2.61,2.23,2.59,2.72,2.27,2.48
T_733,1.81,2.73,2.91,2.09,2.43,2.64,2.30,2.59
T_734,2.18,2.93,2.52,2.31,2.41,2.54,2.32,2.39
T_735,2.23,2.97,2.63,1.98,2.61,2.30,2.35,2.25
T_736,2.15,2.74,2.99,2.34,2.74,2.56,2.57,2.63
T_737,2.07,2.89,3.00,2.26,2.12,2.68,2.25,2.66
T_738,2.42,2.98,2.59,2.20,2.38,2.73,2.47,2.70
T_739,2.19,2.73,2.84,2.45,2.25,2.53,2.11,2.52
T_740,2.36,2.64,2.91,2.27,2.29,2.25,2.07,2.35
T_741,2.52,2.84,2.85,2.19,2.19,2.41,2.31,2.62
T_742,2.18,2.79,2.96,2.31,2.44,2.67,2.21,2.44
T_743,2.32,3.09,2.78,2.27,2.46,2.55,2.44,2.47
T_744,2.51,2.74,2.73,2.14,2.35,2.68,2.13,2.33
T_745,2.30,2.88,2.68,2.28,2.16,2.83,2.18,2.59
T_746,2.29,2.88,2.87,2.01,2.24,2.48,2.22,2.53
T_747,2.02,2.64,2.91,2.28,2.41,2.52,2.17,2.76
T_748,2.66,2.83,2.73,2.27,2.48,2.40,2.37,2.60
T_749,2.30,2.54,3.03,2.27,2.39,2.48,2.20,2.65
T_750,2.14,2.64,2.96,2.15,2.49,2.53,2.57,2.66
T_751,2.47,2.98,2.76,2.21,2.29,2.54,2.12,2.66
T_752,2.27,2.66,2.84,2.32,2.68,2.52,2.22,2.69
T_753,2.33,2.84,2.64,2.29,2.52,2.85,2.28,2.61
T_754,2.24,2.91,2.57,2.21,2.19,2.48,2.33,2.77
T_755,2.45,2.97,2.98,2.55,2.18,2.40,2.07,2.83
T_756,2.44,3.00,3.02,1.76,2.39,2.59,2.31,2.32
T_757,2.27,2.73,2.68,2.17,2.40,2.26,2.12,2.72
T_758,2.34,2.68,2.54,2.17,2.44,2.36,2.33,2.44
T_759,2.57,2.79,2.64,2.04,2.30,2.54,2.48,2.48
T_760,2.36,2.91,3.05,2.65,2.26,2.61,2.21,2.76
T_761,2.27,2.81,2.58,2.46,2.41,2.83,2.36,2.40
T_762,2.55,2.76,2.80,2.26,2.31,2.54,2.25,2.55
T_763,2.24,2.75,2.69,2.35,2.40,2.66,2.14,2.51
T_764,2.35,2.67,2.77,2.42,2.31,2.76,2.15,2.47
T_765,2.27,3.07,2.58,2.21,2.35,2.49,2.17,2.66
T_766,2.20,2.48,2.71,2.19,2.35,2.46,2.15,2.67
T_767,2.25,2.88,2.77,2.35,2.53,2.35,2.30,2.40
T_768,2.42,2.63,2.95,2.32,2.09,2.40,2.45,2.47
T_769,2.49,2.73,2.80,2.41,2.50,2.58,2.36,2.97
T_770,2.27,2.91,2.79,2.13,2.25,2.71,2.13,2.33
T_771,2.45,2.60,2.81,2.02,2.29,2.38,2.24,2.52
T_772,2.32,2.66,2.58,2.35,2.68,2.72,2.28,2.63
